wdid,str_name,div,utm_x,utm_y,OBJECTID,AREA,PERIMETER,WDS_,WDS_ID,DIST,DIV_2,SYSTEM,LDIST,RDIST,FREQ,Shape_Leng,Shape_Area
"5600660",RAFTO ELK RANCH DITCH NO.9,6.00000000000,175687.00000000000,4536661.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5600666",BASSETT DITCH NO. 4,6.00000000000,176773.00000000000,4519660.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601029",RAFTOPOULOS DIVERSION 1,6.00000000000,175475.70000000001,4520933.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601180",VERMILLION DITCH,6.00000000000,177767.00000000000,4518075.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601326",YARNELL DITCH NO 1 AP 1,6.00000000000,180241.00000000000,4536278.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601570",PRESTOPITZ DITCH ALT PT1,6.00000000000,182873.00000000000,4536550.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601599",SUGARLOAF D NO 2,6.00000000000,185905.00000000000,4535218.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5601600",SUGARLOAF D NO 3,6.00000000000,186435.00000000000,4535231.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5604001",BASSETT DITCH SYSTEM,6.00000000000,177244.00000000000,4520147.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"5604452",HOUSE RESERVOIR,6.00000000000,182276.00000000000,4536091.00000000000,1,2302200000.000000000000000,298307.250000000000000,2.000000000000000,56.000000000000000,56,6,Yam/Wht,0,0,57.000000000000000,298306.794224840064999,2302173292.475781440734863
"4400687",LILY PARK DITCH NO 1 PUMP STATION NO 1,6.00000000000,207221.10000000001,4483598.29999999981,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"4400819",LILY PARK DITCH NO. 1 PUMP STATION NO 2,6.00000000000,209417.00000000000,4484657.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500503",ESCALANTA PUMP 1,6.00000000000,221184.00000000000,4502857.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500504",ESCALANTA PUMP 2,6.00000000000,218666.00000000000,4500178.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500505",MAJORS PUMP NO 1,6.00000000000,218540.00000000000,4500880.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500506",MAJORS PUMP NO 2,6.00000000000,217547.00000000000,4500611.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500507",NINE MILE IRR DITCH,6.00000000000,228555.00000000000,4511482.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500508",NINE MILE IRR PL,6.00000000000,228315.00000000000,4510431.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500509",ONECO PUMP NO 2,6.00000000000,215329.00000000000,4498436.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500513",VISINTAINER DITCH,6.00000000000,225306.00000000000,4506855.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500514",GORDON C. WINN PUMP 1,6.00000000000,235318.00000000000,4523286.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500515",GORDON C. WINN PUMP 2,6.00000000000,235250.00000000000,4523313.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500537",LEFEVRE NO 1 PUMP,6.00000000000,217968.00000000000,4499107.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500538",DUNN PUMP & PL,6.00000000000,250241.00000000000,4541497.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5500559",TURNER PIVOT,6.00000000000,169598.00000000000,4487643.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5501011",DEWEY SHERIDAN D,6.00000000000,212449.00000000000,4497103.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5501081",RAFTOPOULOS LSR PUMP,6.00000000000,240111.00000000000,4535033.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5502034",HAYSTACK PUMP,6.00000000000,170310.00000000000,4487899.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5502035",HELLS CANYON DITCH,6.00000000000,169792.00000000000,4487507.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5502037",STUDEBAKER PUMP,6.00000000000,170037.00000000000,4487762.00000000000,2,3495699999.999999523162842,348330.125000000000000,3.000000000000000,55.000000000000000,55,6,Yam/Wht,0,0,56.000000000000000,348327.616630589240231,3495697666.120188713073730
"5400504",BASIN DITCH,6.00000000000,298261.00000000000,4537826.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400505",BAXTER DITCH,6.00000000000,304293.00000000000,4526523.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400507",BEELER DITCH,6.00000000000,315636.00000000000,4540591.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400508",BEHRMAN DITCH,6.00000000000,334132.00000000000,4530895.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400510",BRIGHTON DITCH,6.00000000000,332560.00000000000,4530108.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400512",CANTLIN CK DITCH,6.00000000000,310771.00000000000,4541144.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400513",CLARK BUTLER WESTFALL D,6.00000000000,311319.00000000000,4540773.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400515",DAVIDSON DITCH,6.00000000000,285286.00000000000,4523723.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400516",DAVIDSON DUTTON D,6.00000000000,289835.00000000000,4524588.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400517",DECKER DITCH NO 1,6.00000000000,306012.00000000000,4520735.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400518",DECKER DITCH NO 2,6.00000000000,305082.00000000000,4524046.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400519",DUNCAN DITCH NO 1,6.00000000000,303265.00000000000,4524607.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400520",DUNCAN DITCH NO 2,6.00000000000,303020.00000000000,4524096.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400527",GOLD VALLEY DITCH,6.00000000000,285527.00000000000,4523539.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400528",HANCOCK DITCH,6.00000000000,327225.00000000000,4540200.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400531",HEELEY DITCH,6.00000000000,264635.00000000000,4541897.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400532",HOME SUPPLY DITCH,6.00000000000,318369.00000000000,4540395.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400533",HONNOLD DITCH,6.00000000000,321512.00000000000,4541246.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400536",J B TEMPLE DITCH,6.00000000000,320557.00000000000,4540978.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400537",JEBENS SEEP WASTE WATER,6.00000000000,274112.00000000000,4542403.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400542",LESTER DITCH,6.00000000000,303213.00000000000,4526396.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400543",LUCHSINGER DITCH,6.00000000000,311123.00000000000,4541052.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400544",MARY E HOFFMAN DITCH 1,6.00000000000,299518.00000000000,4534923.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400545",MARY E HOFFMAN DITCH 2,6.00000000000,299330.00000000000,4535444.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400547",MCCARGER DITCH,6.00000000000,299629.00000000000,4539995.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400548",MORGAN & BEELER D,6.00000000000,301496.00000000000,4541668.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400549",MORGAN SLATER DITCH,6.00000000000,299638.00000000000,4539837.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400550",NORTH SIDE DITCH,6.00000000000,316700.00000000000,4540221.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400551",OSCAR BEELER-ROBIDOUX D,6.00000000000,303603.00000000000,4540598.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400552",PEISKER DITCH,6.00000000000,303689.00000000000,4527401.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400554",PERKINS FOX DITCH,6.00000000000,290276.00000000000,4529401.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400555",PERKINS IRR DITCH,6.00000000000,286428.00000000000,4534300.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400557",RATHJEN DITCH,6.00000000000,331152.00000000000,4530710.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400558",READ WINSLOW DITCH,6.00000000000,291158.00000000000,4524427.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400559",RICO DITCH,6.00000000000,285372.00000000000,4523649.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400565",SHOWALTER DITCH,6.00000000000,304072.00000000000,4528726.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400566",SINGLE DITCH,6.00000000000,299638.09999999998,4539966.50000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400568",SLATER FORK DITCH,6.00000000000,298867.00000000000,4537033.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400569",SLATER PARK DITCH HGD 2,6.00000000000,320589.00000000000,4521980.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400570",SLATER PARK DITCH NO 1,6.00000000000,322819.00000000000,4519879.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400571",SLATER PARK DITCH NO 2,6.00000000000,322712.00000000000,4520669.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400572",SLATER PARK DITCH NO 3,6.00000000000,321959.00000000000,4520557.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400573",SLATER PARK DITCH NO 4,6.00000000000,322180.00000000000,4520052.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400574",SLATER PARK DITCH NO 5,6.00000000000,321589.00000000000,4520571.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400577",SOUTH FORK D NO 2,6.00000000000,327520.00000000000,4538161.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400578",ST LOUIS DITCH,6.00000000000,319533.00000000000,4540786.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400580",SUMMIT CK D,6.00000000000,333364.00000000000,4528429.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400583",TROWEL DITCH,6.00000000000,270990.00000000000,4541396.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400588",VINCENT DITCH,6.00000000000,308782.00000000000,4531235.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400589",ANDERSON DITCH ALT PT,6.00000000000,308184.70000000001,4540937.79999999981,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400591",WILLOW CK DITCH,6.00000000000,287634.00000000000,4532468.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400594",WOODBURY DITCH,6.00000000000,266623.00000000000,4542056.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400653",GEORGIOU DITCH,6.00000000000,285213.00000000000,4523912.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
"5400701",FLY DITCH,6.00000000000,305686.00000000000,4541143.00000000000,3,1908200000.000000000000000,251212.391000000003260,5.000000000000000,54.000000000000000,54,6,Yam/Wht,0,0,55.000000000000000,251209.097248998528812,1908166868.249848127365112
