wdid,str_name,div,utm_x,utm_y,OBJECTID,AREA,PERIMETER,WDS_,WDS_ID,DIST,DIV_2,SYSTEM,LDIST,RDIST,FREQ,Shape_Leng,Shape_Area
"5800671",H P WILLIAMS D 1,6.00000000000,328855.00000000000,4500019.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800676",HARDSCRABBLE DITCH,6.00000000000,335947.00000000000,4447896.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800677",HARMS DITCH,6.00000000000,335540.00000000000,4495909.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800684",HERNAGE & KOLBE DITCH,6.00000000000,336797.00000000000,4443849.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800685",HIGH MESA IRR D,6.00000000000,329164.00000000000,4451811.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800687",HIGHLINE BEAVER DITCH,6.00000000000,349768.00000000000,4475693.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800688",HIGHLINE DITCH,6.00000000000,326332.00000000000,4498687.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800689",HILL DITCH,6.00000000000,330967.00000000000,4443184.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800691",HOAG LAUGHLIN DITCH,6.00000000000,337431.00000000000,4448798.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800692",HOMER BUTTRICKS D,6.00000000000,330314.00000000000,4443291.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800694",HOOVER JACQUES DITCH,6.00000000000,340885.00000000000,4510151.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800695",HOT SPRINGS CR HIGHLINE DITCH,6.00000000000,343084.00000000000,4491736.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800698",INDEPENDENT HIGHLINE D,6.00000000000,338066.00000000000,4442906.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800699",IRA J VAN CAMP D,6.00000000000,337711.00000000000,4445778.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800703",J L SMITHS EMMA SMITH CR,6.00000000000,352022.00000000000,4449031.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800706",JAMES WHEELER DITCH,6.00000000000,338800.00000000000,4509226.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800710",JUST DITCH,6.00000000000,335495.00000000000,4439692.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800712",KAUFFMAN SPG 2 & P L,6.00000000000,336925.00000000000,4441707.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800714",KELLER DITCH,6.00000000000,335501.00000000000,4501952.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800717",KINNEY DITCH,6.00000000000,340975.00000000000,4510241.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800721",L L WILSON D,6.00000000000,338925.00000000000,4450362.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800722",LAFON DITCH,6.00000000000,330441.00000000000,4447507.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800723",LANCASTER DITCH,6.00000000000,332415.00000000000,4440045.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800725",LARAMORE DITCH,6.00000000000,333474.00000000000,4445584.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800728",LARSEN DITCH,6.00000000000,334455.00000000000,4486496.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800730",LATERAL A DITCH,6.00000000000,330333.00000000000,4447376.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800731",LAUGHLIN DITCH,6.00000000000,339829.00000000000,4449656.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800732",LAWSON CR DITCH,6.00000000000,337751.00000000000,4450207.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800738",LINDSEY DITCH,6.00000000000,332178.00000000000,4439763.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800741",LITTLE MOUNTAIN D,6.00000000000,339055.00000000000,4444587.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800743",LOOK SEEPAGE D 1,6.00000000000,337741.00000000000,4495760.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800746",LOOK WASTE WATER D 1,6.00000000000,336076.00000000000,4495452.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800747",LOOK WASTE WATER D 2,6.00000000000,336763.00000000000,4495366.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800748",LOWER HUNT CREEK DITCH,6.00000000000,334580.00000000000,4453974.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800749",LOWER PLEASANT VALLEY D,6.00000000000,346056.00000000000,4466489.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800751",LOWER WINKLEMAN CREEK DITCH,6.00000000000,334803.00000000000,4503395.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800755",LYON DITCH,6.00000000000,342723.00000000000,4472120.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800756",LYON DITCH 2,6.00000000000,341540.00000000000,4472040.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800760",MADDOX DITCH 2,6.00000000000,326297.00000000000,4501397.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800763",MANDALL DITCH,6.00000000000,333606.00000000000,4441283.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800764",MARTIN DITCH,6.00000000000,340805.00000000000,4462278.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800765",MAX HOFF DITCH,6.00000000000,326619.00000000000,4448521.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800766",MAY DITCH,6.00000000000,329740.00000000000,4497073.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800767",MAYFLOWER DITCH,6.00000000000,328879.00000000000,4446064.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800768",MCFADDEN DITCH,6.00000000000,341296.00000000000,4489018.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800770",MEADOW BROOK D 1,6.00000000000,335745.00000000000,4452107.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800772",MEADOW BROOK D 3,6.00000000000,335811.00000000000,4452274.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800777",MILL DITCH 1,6.00000000000,336571.00000000000,4443688.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800779",MILLER DITCH,6.00000000000,324258.00000000000,4499060.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800782",MOODY DITCH,6.00000000000,330314.00000000000,4441131.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800783",MORIN DITCH,6.00000000000,335693.00000000000,4487911.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800784",MORRIS TAYLOR D,6.00000000000,331193.00000000000,4518618.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800786",MORRISON CREEK DITCH 2,6.00000000000,345855.00000000000,4460925.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800787",MORRISON CREEK DITCH A,6.00000000000,344061.00000000000,4455963.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800789",MOUNTAIN MEADOW DITCH,6.00000000000,337544.00000000000,4495703.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800790",MUDDY DITCH 2,6.00000000000,349833.00000000000,4449137.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800791",MUDDY DITCH 1,6.00000000000,350292.00000000000,4447961.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800792",MURPHY DITCH 1,6.00000000000,346408.00000000000,4489506.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800796",NESBITT DITCH,6.00000000000,336800.00000000000,4444489.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800797",NICHOLSON DITCH,6.00000000000,346674.00000000000,4500827.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800798",NICKELL DITCH,6.00000000000,337743.00000000000,4446028.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800801",NORTH HUNT CREEK DITCH,6.00000000000,331413.00000000000,4452169.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800802",NORTH SIDE ADAMS D,6.00000000000,341086.00000000000,4441581.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800803",NORTH SIDE DITCH,6.00000000000,338086.00000000000,4469000.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800804",O NEAL DITCH,6.00000000000,341244.00000000000,4491741.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800805",OAK CREEK DITCH,6.00000000000,332128.00000000000,4458719.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800807",OAK DALE DITCH,6.00000000000,331137.00000000000,4458409.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800808",OAKTON DITCH,6.00000000000,335534.00000000000,4453410.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800809",OLD CABIN DITCH,6.00000000000,335683.00000000000,4457165.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800811",OLIGARCHY DITCH,6.00000000000,331190.00000000000,4519329.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800812",OSBORNE D,6.00000000000,332943.00000000000,4452826.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800813",PALISADE DITCH,6.00000000000,332617.00000000000,4452153.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800819",PAT LUCAS DITCH,6.00000000000,334893.00000000000,4442772.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800821",PENNSYLVANIA DITCH,6.00000000000,337687.00000000000,4444513.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800826",PONY CREEK D,6.00000000000,335196.00000000000,4439656.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800827",POWELL DITCH 1,6.00000000000,333255.00000000000,4445215.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800828",POWELL DITCH 2,6.00000000000,334369.00000000000,4446806.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800829",PRICE DITCH,6.00000000000,333187.00000000000,4484904.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800830",PRIEST DITCH,6.00000000000,347172.00000000000,4477195.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800833",REDDERT DITCH,6.00000000000,345370.00000000000,4508015.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800835",REYNOLDS HUMPHERY D,6.00000000000,331229.00000000000,4518566.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800838",ROCKHILL DITCH,6.00000000000,332124.00000000000,4449859.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800842",ROSE WHEELER D 3,6.00000000000,331149.00000000000,4516710.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800844",SAGE HEN DITCH,6.00000000000,330322.00000000000,4451993.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800847",SAND CREEK DITCH,6.00000000000,334016.00000000000,4507872.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800850",SANDHOFER DITCH,6.00000000000,347124.00000000000,4469889.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800851",KAUFFMAN DITCH,6.00000000000,336820.00000000000,4441641.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800857",SEMOTAN DITCH,6.00000000000,326240.00000000000,4503649.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800863",SIMON DITCH,6.00000000000,327187.00000000000,4449076.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800864",SMITH DITCH,6.00000000000,330347.00000000000,4499521.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800865",SMITH DITCH,6.00000000000,329586.00000000000,4500618.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800866",SNOW BANK DITCH,6.00000000000,331157.00000000000,4449069.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800867",SOUTH SIDE DITCH,6.00000000000,338527.00000000000,4444932.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800868",SODA CREEK DITCH,6.00000000000,346501.00000000000,4488422.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800871",SOUTH SIDE ADAMS D,6.00000000000,340827.00000000000,4441256.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800872",SOUTH SIDE DITCH,6.00000000000,336407.00000000000,4457751.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800873",SPECKLED TROUT DITCH,6.00000000000,334871.00000000000,4453825.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800875",SPRING BRANCH D,6.00000000000,336645.00000000000,4447967.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800878",ST JOHNS DITCH,6.00000000000,335323.00000000000,4496874.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800879",STAFFORD DITCH,6.00000000000,336691.00000000000,4450472.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800880",STANTON FETCHER D 2,6.00000000000,336462.00000000000,4507408.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800881",STANTON FETCHER D 1,6.00000000000,336635.00000000000,4507732.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800883",STARK IRR DITCH,6.00000000000,336761.00000000000,4453306.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800884",STEAMBOAT GARDENS D,6.00000000000,347732.00000000000,4485558.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800895",SUNNYSIDE DITCH,6.00000000000,346424.00000000000,4514262.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800897",SUTTLE DITCH,6.00000000000,346336.00000000000,4470393.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800904",TODD CR D,6.00000000000,340042.00000000000,4441043.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800905",TRENTAZ BEAR RIVER D,6.00000000000,346117.00000000000,4463878.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800908",TRULL MORIN DITCH,6.00000000000,336671.00000000000,4489044.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800910",TUFLY DITCH 1,6.00000000000,336670.00000000000,4508938.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800911",TUFLY DITCH 2,6.00000000000,336715.00000000000,4508937.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
"5800914",UNION DITCH,6.00000000000,339447.00000000000,4458784.00000000000,5,2874100000.000000000000000,337949.156000000075437,77.000000000000000,58.000000000000000,58,6,Yam/Wht,0,0,59.000000000000000,337948.508148164662998,2874061914.452911376953125
