wdid,str_name,div,utm_x,utm_y,OBJECTID,AREA,PERIMETER,DIST,DIV_2,SYSTEM,FREQ,Shape_Length,Shape_Area
5900623,MARSHALL NO 2 DITCH,4,336783.20000000001,4276052.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900797,CASTLE PK FDR DITCH NO 2,4,315048.40000000002,4289652.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900501,ACME DITCH,4,319519.09999999998,4293243.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900727,TIM & HELEN MORGAN DITCH,4,343257.50000000000,4303026.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900954,HOWARD EILBRECHT DITCH,4,324903.09999999998,4297351.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900663,ROZMAN NO 2 DITCH,4,330528.00000000000,4300799.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900645,OTIS MOORE DITCH,4,330718.00000000000,4277811.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900793,CAMPBELL DITCH W BRANCH,4,325606.00000000000,4286668.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900687,SUNKI NO 1 DITCH,4,318821.09999999998,4296413.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900698,VALENTINES DITCH,4,321131.09999999998,4292865.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900678,SPANN NETTICK DITCH,4,326940.20000000001,4304088.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900628,MCDONALD DITCH,4,339160.00000000000,4286087.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900611,L R SPANN DITCH,4,338031.29999999999,4290637.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900510,ANNA ROZMAN DITCH,4,331318.20000000001,4300720.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901465,DIFFICULT DITCH,4,334915.00000000000,4272750.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900534,CASTLE PK FDR DITCH,4,315048.40000000002,4289652.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900648,PARK DITCH,4,324823.09999999998,4297723.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900564,GOODWIN KNOX DITCH,4,329431.00000000000,4266393.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900552,ELMER DITCH,4,346375.50000000000,4287873.50000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900519,BIEBEL NO 1 DITCH,4,332915.09999999998,4275039.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900542,CUNNINGHAM DITCH,4,320454.00000000000,4284997.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900637,MEADS NO 3 DITCH,4,336235.00000000000,4303383.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901163,THOMPSON DITCH,4,330081.00000000000,4266642.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900668,SEVENTY FIVE DITCH,4,330087.00000000000,4266670.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900608,KELMEL OWENS NO 2 DITCH,4,329443.00000000000,4266377.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900529,CARBON DITCH,4,324264.09999999998,4294397.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900673,SLOUGH DITCH,4,330722.00000000000,4269204.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900532,CASTLE CREEK NO 1 DITCH,4,318649.09999999998,4293239.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900562,GEO SMITH NO 2 DITCH,4,337210.20000000001,4276482.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900632,MCGLASHAN W SIDE OHIO CR,4,325260.00000000000,4286500.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900830,COLUMBINE RES & DITCH,4,330634.29999999999,4304199.50000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900704,WHIPP DITCH,4,333220.09999999998,4272537.09999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900714,ELMER NO 2 DITCH,4,346279.50000000000,4289546.50000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900601,JARVIS DITCH,4,335393.29999999999,4306043.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900715,BAGG DITCH,4,319603.00000000000,4266567.09999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900627,MCCORMICK DITCH,4,327812.20000000001,4304549.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900535,CASTLETON DITCH,4,323955.09999999998,4290748.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901182,WILD WOOD PARK DITCH,4,330584.00000000000,4269329.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900691,TEACHOUT DITCH,4,326838.00000000000,4283787.50000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900701,VIDAL BROS NO 1 DITCH,4,331794.00000000000,4272993.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900679,SPRING CR IRG DITCH,4,346009.50000000000,4288241.50000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900585,HIGHLINE DITCH,4,317866.79999999999,4291460.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900505,ALFRED DITCH,4,315096.79999999999,4263739.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900631,MCGLASHAN S SIDE MILL CR,4,322738.00000000000,4285272.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900580,HENRY PURRIER OHIO CR D,4,328573.90000000002,4281072.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900630,MCGLASHAN N SIDE MILL CR,4,324758.00000000000,4285771.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900653,POWER DITCH,4,339072.20000000001,4280661.29999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900512,APRIL DITCH,4,329435.00000000000,4266191.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900718,CHURCHILL DITCH,4,367191.59999999998,4297462.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900526,BRUNTON NO 1 DITCH,4,321894.90000000002,4266891.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900594,HYZER DITCH,4,332434.09999999998,4274002.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900565,GOOSEBERRY DITCH,4,333204.59999999998,4279335.29999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900539,COAL CR DITCH,4,327872.20000000001,4304619.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900555,F E AND A C JARVIS DITCH,4,332098.00000000000,4309748.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900509,ANDERS BOTTOM D,4,338323.00000000000,4289251.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900854,DECKER DITCH NO 2,4,330634.20000000001,4304199.40000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900633,MCKEE DESERT LAND NO 2D,4,326268.00000000000,4288598.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900547,DOOLEY ANTELOPE IRG D,4,328559.00000000000,4271893.09999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901469,SUNKI NO 2 AND SUNKI-RES,4,318277.09999999998,4296619.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900688,SUNKI NO 3 DITCH,4,318380.09999999998,4295753.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900661,ROZICH DITCH,4,328488.20000000001,4307370.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900676,SMITH DITCH,4,324153.09999999998,4291841.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900708,WILLSON DITCH,4,329680.20000000001,4305242.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900711,WILSON OHIO CREEK DITCH,4,324013.00000000000,4288136.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900667,SCHUPP DITCH,4,339125.00000000000,4285631.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900674,SMELSER DITCH,4,321801.00000000000,4285285.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900588,HINKLE HAMILTON DITCH,4,326204.00000000000,4285413.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901041,CLINE-WEBER PUMP,4,324022.90000000002,4290814.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900959,KORN DITCH,4,370748.59999999998,4293854.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901209,RENAS DITCH,4,329644.00000000000,4305128.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900616,LIGHTLEY D & LINTON ENLT,4,337614.20000000001,4279108.29999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900536,CEMENT CR RANGER STA,4,338628.40000000002,4298723.70000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900538,CHANNEL DITCH,4,331561.00000000000,4271888.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900544,DEAN IRRIGATING DITCH,4,321389.90000000002,4267962.09999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900847,CUNNINGHAM WASTEWATER D,4,332997.09999999998,4274111.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900570,GUNNISON R OHIO CR IRG D,4,338096.20000000001,4279892.29999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900591,HOPE RESICH DITCH,4,324175.09999999998,4291755.79999999981,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901736,OBAID DITCH,4,336856.00000000000,4297713.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900624,MARSTON DITCH,4,338883.00000000000,4282507.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900724,PRICE CREEK DITCH NO 4,4,320018.00000000000,4288973.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900503,AHRENS DITCH,4,340701.00000000000,4290452.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900706,WILLOW DITCH,4,328956.00000000000,4301886.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900703,WATT NO 2 DITCH,4,338541.29999999999,4288433.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900617,LONE PINE DITCH,4,327010.00000000000,4282944.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901794,CABIN DITCH,4,324624.00000000000,4293175.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900853,DECKER DITCH,4,331615.00000000000,4303169.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900563,GLEASON IRRIGATING DITCH,4,330718.00000000000,4277811.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901168,TINCUP TOWN DITCH,4,371786.59999999998,4290457.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900571,GUNNISON AND TOMICHI VALLEY DITCH ASSOCI,4,336404.09999999998,4275377.20000000019,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900593,HOWE & SHERWOOD IRR D,4,338116.00000000000,4291065.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900829,COLUMBINE DITCH,4,334587.79999999999,4302122.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900912,GEORGE KAPUSHION DITCH,4,326904.20000000001,4306348.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900545,DENNIS ALKALI CR DITCH,4,337173.00000000000,4288530.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900634,MCKEE NO 1 DITCH,4,325714.00000000000,4288097.00000000000,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5900543,DAVID HIGH LINE DITCH,4,323684.00000000000,4285535.59999999963,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
5901139,SPRING BRANCH DITCH,4,318062.09999999998,4296871.90000000037,3,3554785449.8,359244.833,59,4,NONE,60,359247.995973223,3554875336.11432
