wdid,str_name,div,utm_x,utm_y,OBJECTID,AREA,PERIMETER,DIST,DIV_2,SYSTEM,FREQ,Shape_Length,Shape_Area
2800708,UPPER SWAN DITCH,4,376541.00000000000,4264473.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800948,WILLARD DITCH,4,369894.00000000000,4265407.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800563,GEE CANAL,4,377005.00000000000,4261989.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801565,MCDOWELL VAN TUYL NO 2 D,4,340219.00000000000,4265773.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800590,HOT SPRINGS NO 2 DITCH,4,361131.00000000000,4260586.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800957,GWENDOLYN K HACK DITCH,4,343154.00000000000,4238139.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800612,KNOWLES DITCH,4,361956.00000000000,4253240.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800537,COX IRRIGATING DITCH,4,358958.00000000000,4257634.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800507,ANNA NO 1 DITCH,4,354147.00000000000,4247283.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801148,JOHN MYERS NO 3 DITCH,4,368780.00000000000,4266589.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800535,COLE NOS 1 2 & 3 DITCHES,4,372261.00000000000,4250369.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800550,DUNN AND WATTERS DITCH,4,367675.00000000000,4253077.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800862,PILONI HOMESTEAD DITCH,4,349273.00000000000,4262871.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800809,KENNEDY DITCH NO 4,4,355008.00000000000,4253470.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800690,SORRENSON IRRIGATING D,4,355855.00000000000,4266857.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800679,ROGERS METROZ DITCH,4,361630.00000000000,4269910.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800724,AURORA DITCH,4,356184.00000000000,4256239.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800667,OWEN NO 1 DITCH,4,367722.00000000000,4252712.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800647,MEANS BROS. NO. 6 DITCH,4,378429.00000000000,4249602.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800591,HUFF AND DICE DITCH,4,356096.00000000000,4267188.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800603,JOHN MYERS DITCH,4,369419.00000000000,4265832.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800626,LONG BRANCH RGR STA DNO1,4,377372.00000000000,4247067.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800604,KANE DITCH,4,370085.00000000000,4250882.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800695,SUTTON NO 1 AMENDED D,4,352297.00000000000,4265953.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800531,CLOVIS METROZ NO 2 DITCH,4,366997.00000000000,4272904.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800885,MCLAIN SPRING,4,354227.00000000000,4265476.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801585,SHARP DITCH AP,4,346106.09999999998,4254068.70000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800534,COLE DITCH,4,371431.09999999998,4250502.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800558,FLICK DITCH,4,358338.00000000000,4269890.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800696,SUTTON NO 2 AMENDED D,4,352355.00000000000,4265615.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800529,CLARK NO 3 DITCH,4,367621.00000000000,4253090.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800528,CLARK NO 2 DITCH,4,376619.00000000000,4252598.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800581,HAZARD DITCH,4,346032.00000000000,4234910.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800560,FLICK DITCH NO 2,4,357862.00000000000,4269439.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801129,MCCALISTER DITCH,4,371870.00000000000,4250492.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800651,MESA DITCH,4,345737.70000000001,4222332.29999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800521,CAUFMAN DITCH,4,360880.00000000000,4269775.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800514,BENNETT NO 2 DITCH,4,360290.09999999998,4256212.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800869,PISEL CANALS NOS 1&2 D,4,346118.00000000000,4261602.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800774,DIPPING VAT DITCH,4,348003.00000000000,4263749.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800715,WOOD AND GEE DITCH,4,375881.00000000000,4262787.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800583,HEAD AND CORTAY NO 4 D,4,343773.00000000000,4265214.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800501,ADAMS NO 2 DITCH,4,333479.00000000000,4266933.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800577,HANNAH J WINTERS NO 2D,4,351527.00000000000,4261621.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800872,PITTMAN DITCH NO 1,4,364085.09999999998,4270280.40000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800711,WATERMAN METROZ DITCH,4,363196.00000000000,4269760.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800526,CHITTENDEN DITCH,4,353930.00000000000,4264591.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800802,JACKSON DITCH,4,379250.00000000000,4248212.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800683,SHARP DITCH,4,346027.00000000000,4253374.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800517,BILLY SANDERSON DITCH,4,338967.00000000000,4229307.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801618,ODOM DITCH NO 1,4,330742.00000000000,4259993.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800516,BIG SPRING DITCH,4,367757.00000000000,4262753.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800686,SMITH FORD NO 2 DITCH,4,347072.00000000000,4232750.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800549,DUNCAN DITCH,4,350230.00000000000,4262823.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800587,HOME DITCH DITCH NO 81,4,346755.79999999999,4238739.20000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800658,NEEDLE CREEK DITCH,4,364656.00000000000,4250698.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800582,HEAD AND CORTAY NO 3 D,4,344365.00000000000,4264703.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801069,REINECKE DITCH NO 2,4,361229.00000000000,4269716.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800662,OFALLON NO 3 DITCH,4,346185.00000000000,4260188.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800689,SNYDER ROUSER DITCH,4,354178.00000000000,4251298.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800793,FUNK DITCH NO 5,4,349569.00000000000,4236564.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800515,BIEBEL DITCHES NOS 1&2,4,338357.09999999998,4266931.90000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800622,LOBDELL NO 2 DITCH,4,348896.00000000000,4262808.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800805,JAPECK DITCH NO 5,4,345871.00000000000,4252281.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800628,LOUIS DITCH,4,354690.00000000000,4259515.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800574,GUENTHER NO 2 DITCH,4,346189.09999999998,4260191.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801637,CLOVIS METROZ NO1 ALT 4,4,367346.00000000000,4274158.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801094,JAPECK DITCH NO 4,4,345833.00000000000,4252271.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800654,MONSON & MCCONNELL D,4,361444.00000000000,4255767.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800993,PRINGLE DITCH NO 1,4,368731.00000000000,4263866.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800646,MEANS BROS. NO. 5 DITCH,4,378261.00000000000,4249898.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800640,MEANS BROS. NO. 10 DITCH,4,376821.00000000000,4260560.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801153,HOOVER #2,4,364485.00000000000,4246944.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800892,SPRING DITCH,4,351617.00000000000,4235368.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800716,WOODBRIDGE DITCH,4,375646.00000000000,4263537.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800874,PITTMAN DITCH NO 3,4,364088.00000000000,4269760.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800542,CUTJO DITCH,4,357934.00000000000,4269501.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801118,BIG BEND DITCH,4,379091.00000000000,4246750.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801635,CLOVIS METROZ NO1 ALT 2,4,367086.40000000002,4273518.20000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801050,QTR CIRCLE CIRCLE RCH SP,4,347984.59999999998,4223070.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800571,GRIFFING NO 1 DITCH,4,339439.00000000000,4265848.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800614,L L BUSH DITCH NO 2,4,361341.00000000000,4260992.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800718,POLE ROAD DITCH,4,339738.00000000000,4231936.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800851,PASS CREEK DITCH,4,347271.50000000000,4237296.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800875,PITTMAN DITCH NO 4,4,363504.00000000000,4269696.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800599,JENNINGS ELSEN DITCH,4,345156.00000000000,4264762.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800575,GULCH NO 1 NO 2 DITCHES,4,372036.00000000000,4261924.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800613,L L BUSH DITCH NO 1,4,361612.00000000000,4261286.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800541,CURTIS DITCH NO 2,4,355455.00000000000,4225349.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800543,D A MCCONNELL DITCH,4,361519.00000000000,4255550.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800807,KENNEDY DITCH NO 2,4,354961.00000000000,4253145.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800949,WILLARD NO 2 DITCH,4,370183.00000000000,4264558.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800518,BRIDGE NO 40 DITCH,4,373663.00000000000,4249931.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800746,COLE D COLE CLARK DE & E,4,381065.00000000000,4255542.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800709,VADER RAUSIS DITCH,4,346049.00000000000,4264426.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800639,MEANS BROS. NO. 1 DITCH,4,377779.00000000000,4251138.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800527,CLARK NO 1 DITCH,4,376999.00000000000,4251697.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800707,TORNAY HIGHLINE DITCH,4,354508.00000000000,4265051.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800810,KENNEDY DITCH NO 5,4,355301.00000000000,4254898.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800813,LEAHY DITCH,4,350228.70000000001,4226384.90000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800530,CLOVIS METROZ NO 1 DITCH,4,367158.00000000000,4274872.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800671,PARLIN QUARTZ CREEK D,4,351293.00000000000,4263296.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800733,WILLIS DITCH,4,356356.00000000000,4256219.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801581,S DAVIDSON&CO FDR D NO 3,4,360759.00000000000,4255199.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800585,HEAD NO 2 DITCH,4,344368.09999999998,4264723.90000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800884,RICHARDSON NO1 DITCH,4,346530.20000000001,4237100.20000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800641,MEANS BROS. NO. 11 DITCH,4,377035.00000000000,4260602.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800502,AGATE NO 1 DITCH,4,378008.79999999999,4253676.90000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800552,EASTSIDE DITCH,4,344905.00000000000,4247437.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800650,MEANS BROS. NO. 8 DITCH,4,376015.00000000000,4260755.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800554,ELSEN VADER DITCH,4,347348.00000000000,4263312.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800522,CHARLES W HACK NO 2 D,4,348966.00000000000,4236711.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800629,LOUIS SARRASIN DITCH,4,352483.00000000000,4260993.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800642,MEANS BROS. NO. 13 DITCH,4,377040.00000000000,4258766.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800823,MCDONALD BERDEL EX D,4,360601.00000000000,4245863.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800997,TANK 7 DITCH NO 2,4,383929.00000000000,4246086.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800623,LOCKWOOD DITCH,4,356326.00000000000,4267639.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800520,CAIN BORSUM DITCH,4,354630.20000000001,4260296.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800873,PITTMAN DITCH NO 2,4,363831.00000000000,4269950.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800962,HELLMUTH D NOS 1&2,4,368145.00000000000,4251380.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800672,PEARCE DITCH,4,355728.00000000000,4255516.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800777,DUNCAN WASTEWATER DITCH,4,349657.00000000000,4262698.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800726,CAMP BIRD DITCH,4,366400.00000000000,4272106.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800632,MCCANNE 2 DITCH,4,341767.00000000000,4265377.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801634,CLOVIS METROZ NO1 ALT 1,4,367076.00000000000,4273917.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800843,NO 2 PITKIN TOWN DITCH,4,368654.00000000000,4274750.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800938,WATERMAN MILLER GRIFFIND,4,359952.00000000000,4271150.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800635,HIDEAWAY PASTURE DITCH,4,345879.00000000000,4252889.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800557,FIELD AND VADER DITCH,4,355114.00000000000,4265984.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800568,GOVERNMENT DITCH,4,340654.00000000000,4229531.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800652,MILLER DITCH,4,336536.79999999999,4226227.50000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800953,GOODRICH DITCH ALT PT,4,357137.00000000000,4258617.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801614,O BANION FEEDER DITCH,4,360197.00000000000,4272741.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800692,SOUTH SIDE DITCH,4,337372.00000000000,4267075.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800570,GRATEHOUSE DITCH,4,364145.00000000000,4264070.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801068,REINECKE DITCH NO 1,4,362605.00000000000,4269737.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800808,KENNEDY DITCH NO 3,4,355055.00000000000,4253662.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800636,MCDONOUGH DITCH,4,338953.00000000000,4229317.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800936,WASTE WATER DITCH,4,365464.00000000000,4254899.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800682,SARGENTS NO 2 D,4,375748.00000000000,4251633.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801619,ODOM DITCH NO 2,4,331080.00000000000,4260391.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800630,LOWER SWAN DITCH,4,375782.00000000000,4264033.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800579,HARTMAN WASTE WTR IRG D,4,332964.79999999999,4267458.50000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800637,MCDOWELL VAN TUYL NO 1 D,4,341577.00000000000,4265330.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800638,MCGOWAN IRRIGATING D,4,353247.00000000000,4260548.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801620,ODOM DITCH NO 3,4,331060.00000000000,4260376.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800659,NESBIT DITCH,4,355325.00000000000,4266310.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801258,PORPHYRY DITCH,4,377782.00000000000,4259612.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800589,HOT SPRINGS NO 1 DITCH,4,361179.00000000000,4260816.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800676,RAUSIS DITCH,4,345203.00000000000,4263396.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800633,MCCANNE 3 DITCH,4,340841.00000000000,4265670.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800506,ANDERSON DITCH,4,361673.00000000000,4251326.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801184,LONG BRNCH/WEDDLE HGT1-4,4,376785.00000000000,4249072.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800573,GUENTHER NO 1 DITCH,4,346186.09999999998,4259052.79999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801592,MCLAIN DITCH,4,357184.00000000000,4268780.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800656,MUNSON CREEK DITCH,4,361214.00000000000,4257871.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800677,RAUSIS NO 2 DITCH,4,345610.00000000000,4263296.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801272,HIRDMAN DITCH NO 1,4,354935.00000000000,4253142.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800849,OWEN NO 3 DITCH,4,365016.00000000000,4252169.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800510,ARCH IRRIGATING DITCH,4,366713.00000000000,4252926.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800620,LOBDELL ALDER CREEK,4,352176.00000000000,4263844.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800958,HANNAH WINTERS DITCH,4,349489.09999999998,4261967.29999999981,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800539,CRARYS LOS PINOS DITCH,4,344689.90000000002,4232631.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800624,LOCKWOOD MUNDELL DITCH,4,356163.00000000000,4267269.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801636,CLOVIS METROZ NO1 ALT 3,4,367266.00000000000,4273907.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800594,HOT SPRINGS NO 2 DITCH AP,4,360879.00000000000,4260354.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800691,SOUTH KREUGER DITCH,4,346382.09999999998,4255205.70000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800826,MILK CREEK DITCH,4,381932.00000000000,4246253.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800631,MCCANNE NO 1 DITCH,4,342973.09999999998,4265214.90000000037,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800598,J T HORN DITCH,4,367349.00000000000,4255464.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800608,KENDALL NO. 4 DITCH,4,377235.00000000000,4257016.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800566,GOODRICH DITCH,4,356461.20000000001,4258673.59999999963,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800669,PARLIN NO 1 DITCH,4,351064.00000000000,4263255.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800887,ROCK CREEK DITCH,4,341604.50000000000,4242159.20000000019,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801586,TEMPLETON DITCH AP,4,372503.00000000000,4252788.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800937,WATERMAN DITCH,4,359806.00000000000,4270800.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800674,PIONEER DITCH,4,332819.00000000000,4266673.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801249,KENDALL NO. 3 DITCH - ALTERNATE POINT,4,377137.00000000000,4255255.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2800928,W L PERRY NO 6 DITCH,4,346606.00000000000,4227573.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801027,FUNK UPPER DITCHES 1&2,4,354188.70000000001,4233775.50000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
2801162,POST TOMICHI DITCH,4,375811.00000000000,4250961.00000000000,6,2847764017.9,266962.484,28,4,NONE,29,266965.381963136,2847820711.00575
