wdid,str_name,div,utm_x,utm_y,OBJECTID,AREA,PERIMETER,DIST,DIV_2,SYSTEM,FREQ,Shape_Leng,Shape_Area
"7800555",GEORGE S MCDONALD DITCH,7,286535.50000000000,4107237.50000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800558",H E FREEMAN NO 1 DITCH,7,286340.00000000000,4122818.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800523",CARL AND WEBB DITCH,7,310822.40000000002,4146884.10000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800526",COAL HILL DITCH,7,294238.79999999999,4115895.89999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800571",BESS GIRL DITCH,7,307906.90000000002,4149107.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800545",FARROW AND PETERSON D,7,292091.50000000000,4123345.39999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800611",RIVERVIEW DITCH,7,292688.50000000000,4117130.29999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800699",HOSSACK CREEK DIT ALT PT,7,298920.90000000002,4158065.89999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800536",DON THOMPSON PUMP NO 2,7,292158.50000000000,4125977.29999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800515",BURKHARD DITCH,7,311514.59999999998,4142593.50000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800513",BUCKSKIN-NAILOR DITCH,7,291993.50000000000,4121848.29999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800528",COTTONWOOD DITCH,7,311437.29999999999,4141888.70000000019,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"2902007",DUTTON COLLECTION DITCH,7,316766.50000000000,4137252.10000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800504",B O THAYER NO 1 DITCH,7,309096.79999999999,4146342.79999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800543",EUGENIO GALLEGOS DITCH,7,288391.50000000000,4109895.20000000019,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800576",KLECKNER DITCH,7,307528.40000000002,4144893.89999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800575",KERR DITCH,7,310329.00000000000,4123425.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800590",NICKLES BROTHERS DITCH,7,307736.00000000000,4144093.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800506",BARNES DITCH,7,298802.70000000001,4155701.70000000019,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800671",J C R DITCH ALTERNATE PT,7,299077.00000000000,4157160.89999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800565",J C R DITCH,7,298624.00000000000,4158115.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800552",GALLEGOS HOME DITCH,7,290700.00000000000,4112773.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800604",PIEDRA FALLS DITCH,7,314298.50000000000,4150147.29999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800510",BIG PAGOSA DITCH,7,312345.09999999998,4147598.70000000019,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800722",LYND-PLUMTEAU CK DITCH,7,310339.59999999998,4141826.79999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800652",CLARA FREDRICKS DITCH,7,293594.00000000000,4120035.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800501",ABRAHAM DAVIS DITCH,7,314334.00000000000,4150236.60000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800525",CLAYTON-REED DITCH,7,314496.90000000002,4147976.50000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800659",LITTLE PAGOSA CREEK DIVR,7,310529.00000000000,4146410.10000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800687",TISHNER PUMPSITE,7,285771.29999999999,4105131.29999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800607",PLUMTEAU CREEK DITCH,7,311243.70000000001,4142675.79999999981,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800617",STEVENS AND CLAYTON D,7,311133.09999999998,4146388.89999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800669",BYNUM PUMPSITE,7,292212.00000000000,4122275.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800572",JULE MACHT SPRING AND D,7,312546.59999999998,4121332.39999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7803638",SPRING CREEK RESERVOIR,7,311582.50000000000,4140165.39999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800597",PATTERSON IRRIGATION D,7,298744.59999999998,4154360.10000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800675",TOWN CENTER PUMP,7,316413.20000000001,4126351.10000000009,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800500",ABEYTA DITCH,7,286260.00000000000,4124561.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800642",VYE DITCH NO 1,7,297063.20000000001,4111111.39999999991,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"7800648",WILDWATER DITCH,7,286560.00000000000,4124542.00000000000,6,1751024483.500000000000000,197165.475000000034925,78,7,NONE,77.000000000000000,197167.491346958297072,1751057444.154580593109131
"2900654",LONG MEADOW DITCH,7,324539.70000000001,4125218.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900794",BRUCE SPRUCE DITCH ALT,7,332965.29999999999,4145435.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900754",WHITE CREEK NO 2 DITCH,7,340816.09999999998,4119086.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900666",MASCO-MASCO DITCH,7,329317.90000000002,4134469.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900753",WHITE CREEK NO 1 DITCH,7,340828.90000000002,4119081.10000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900783",CAMPBELL DITCH NO 1,7,339520.00000000000,4115581.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900696",POWER LINE DITCH,7,331623.29999999999,4145470.39999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900588",ECHO DITCH,7,334373.00000000000,4125539.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900926",HORSE GULCH DITCH,7,323225.20000000001,4129612.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900680",OLD STRONG DITCH,7,330833.40000000002,4136171.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900560",CHAPSON AND HOWE DITCH,7,332156.00000000000,4142727.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900755",WILL MACHT DITCH,7,320649.90000000002,4128293.60000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900653",LONG HORN AND MEE DITCH,7,344618.90000000002,4124769.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900582",DOWELL DITCH,7,333786.29999999999,4128676.60000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900997",JOE HERSCH DITCH NO 1AP #2,7,324047.00000000000,4127515.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2902005",DUTTON DITCH,7,318699.70000000001,4140557.89999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900722",SPRING RUN DITCH,7,343627.00000000000,4124358.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900658",M O BROWN DITCH,7,331253.29999999999,4119959.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2901058",RODEO RUNOFF DITCH,7,323028.00000000000,4124949.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900652",LITTLE BLANCO HIGHLINE EXTENSION DITCH,7,329183.00000000000,4112382.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2902003",BIG BRANCH DITCH,7,336019.20000000001,4113640.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900746",W B TURNER IRR SYSTEM,7,332210.00000000000,4137360.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900729",STURGILL DITCH,7,330828.00000000000,4131852.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900531",BIRT SMITH DITCH,7,330908.00000000000,4118428.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900667",MCGIRR-GOMEZ DITCH,7,317002.50000000000,4118062.89999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2901044",MURRAY COLLECTION DITCH PT. 1,7,336808.00000000000,4116316.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900991",HINDS PUMPSITE ALT PT,7,332508.00000000000,4144244.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900610",GOODMAN-GOMEZ DITCH,7,320468.29999999999,4129062.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900613",HALLETT DITCH,7,326300.40000000002,4126097.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900625",HYDEAWAY RANCH DITCH,7,323099.70000000001,4131171.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900742",VILLARREAL DITCH AND PL,7,309203.40000000002,4101132.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900576",DILLINGER BLANCO DITCH,7,344613.00000000000,4123633.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900691",PHILLIPS DITCH,7,331914.00000000000,4142583.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900630",JOE IRRIGATION DITCH,7,319403.00000000000,4110915.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900674",NEW DITCH,7,322586.90000000002,4133009.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900911",MCGIRR-SNOWBALL DITCH,7,325175.00000000000,4139152.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900950",RITO BLANCO POND DIVR,7,330965.00000000000,4118661.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900730",SUNSET COTTAGES D NO 1,7,325551.00000000000,4131029.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"7700571",PABLO ORTIZ DITCH,7,309542.00000000000,4099614.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900761",HARMAN DITCH NO 1,7,329380.20000000001,4125341.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900550",C H LOUCKS DITCH,7,321649.50000000000,4125565.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900557",CATCHPOLE MEADOW DITCH,7,323414.00000000000,4124020.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900593",ELK CREEK DITCH,7,332516.70000000001,4141725.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900699",R N SNOW DITCH NO 1,7,317830.00000000000,4108025.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900501",ALLEN CREEK DITCH,7,330908.79999999999,4141193.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900662",MARTINEZ AND MARTINEZ D,7,320639.70000000001,4111759.89999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900563",CHAVEZ NO 2 DITCH-1968,7,311759.20000000001,4103026.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900601",FOUR-MILE DITCH,7,319407.00000000000,4138804.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900594",FALLS CREEK DITCH,7,343284.20000000001,4142972.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900597",FISH CREEK DITCH,7,344326.09999999998,4122430.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900764",HERRERA PUMP SITE NO 1,7,294679.00000000000,4098888.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900920",3R RANCH DIVERSION,7,331073.59999999998,4119263.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900981",YOUNG DITCH AP,7,343739.00000000000,4142368.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900853",RACKHAM PUMP SITE,7,325007.00000000000,4113195.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900846",WUNDERLICH PUMP SITE,7,310733.20000000001,4102786.60000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2905045",WOLF CR VILLAGE WELL #1,7,332811.00000000000,4144898.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900900",CARR DITCH (SO UTE),7,302103.00000000000,4098609.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900694",PORCUPINE DITCH,7,336482.00000000000,4124350.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900621",HIMES DITCH,7,331119.90000000002,4143731.10000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2903867",LEFT HAND POND,7,331407.00000000000,4119082.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900627",J M ROSS AND STURGILL D,7,331330.40000000002,4131387.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900608",GOMEZ DITCH NO 1,7,319929.59999999998,4130645.79999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900685",PANGBORN DITCH,7,331494.90000000002,4144730.60000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900577",DILLINGER FISH CREEK D,7,344356.40000000002,4122392.10000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900838",ADAMS SPRING,7,326095.09999999998,4118160.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900519",BEIGHLEY NO 1 DITCH,7,342607.00000000000,4120383.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900578",DILLINGER SPRING DITCH,7,344452.09999999998,4123498.39999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900551",CABE DITCH,7,342578.00000000000,4119500.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900737",TURKEY CREEK NO 2 DITCH,7,329811.00000000000,4135557.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900565",COCKRELL DITCH,7,323046.79999999999,4129246.10000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900822",MEES DITCH,7,330908.70000000001,4118428.10000000009,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900669",MESA DITCH,7,321235.00000000000,4136430.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900713",SIG BROWN DITCH,7,337382.00000000000,4122178.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900548",BRUCE SPRUCE DITCH,7,333577.59999999998,4145506.39999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900553",CANON CREEK DITCH,7,331302.40000000002,4145913.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900506",AT LAST SPG NO 1 W SIDE,7,330961.00000000000,4140659.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900639",K O HARMAN DITCH NO 1,7,327764.90000000002,4133729.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900618",HARRIS DITCH,7,318535.00000000000,4110060.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900520",BEIGHLEY NO 2 DITCH,7,343579.00000000000,4120409.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900731",SWEEDE DITCH,7,343298.00000000000,4120408.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900762",HARMAN DITCH NO 2,7,327957.79999999999,4125767.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900635",JOHN T TIERNAN NO 2 D,7,342828.00000000000,4119826.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900632",JOE MAEZ DITCH,7,318945.09999999998,4110902.50000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900723",SQUARE TOP DITCH,7,342825.40000000002,4123207.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900575",DIAMOND DITCH,7,325384.50000000000,4130905.39999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900529",BERRYHILL DITCH NO 2,7,332899.40000000002,4128586.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900959",ESPINOSA NO 1 DITCH,7,307916.90000000002,4115882.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900718",SNOWBALL DITCH,7,325139.20000000001,4140142.39999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900686",PARK DITCH,7,328372.20000000001,4133838.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900604",FU BAR DITCH,7,344758.00000000000,4122309.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900546",BROWN DITCH,7,330975.40000000002,4118667.29999999981,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900716",SISSON-STEPHENS DITCH,7,342822.00000000000,4121781.89999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900558",CATCHPOLE MILL-CREEK D,7,323123.70000000001,4124444.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900598",FLAUGH DITCH,7,322625.59999999998,4135412.70000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900556",CARRICO DITCH,7,327445.59999999998,4113823.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900711",SHEEP CABIN DITCH,7,338093.00000000000,4120937.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900616",HARE DRAINAGE D NO 1 & 2,7,343756.00000000000,4123224.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900636",JOHNNY CREEK DITCH,7,331914.09999999998,4136690.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900566",COLTON AND MONTROY DITCH,7,326634.00000000000,4126197.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900803",O'HARE PUMP,7,326108.00000000000,4114022.00000000000,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900663",MARTINEZ PIPELINE AND D,7,316265.90000000002,4106110.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900554",CARLS DITCH,7,325357.79999999999,4125738.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900528",BERRYHILL DITCH NO 1,7,333138.20000000001,4128652.89999999991,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
"2900502",ALLEN DITCH,7,331021.29999999999,4141258.20000000019,7,1981338575.099999904632568,228342.248999999981606,29,7,NONE,30.000000000000000,228343.281240233569406,1981355280.967290639877319
