wdid,str_name,utm_x,utm_y,dist,basin,name
"4000715",HAPPY HOLLOW DITCH,241272.50000000000,4305235.29999999981,40,Gunnison,North Fork Tribs
"4001189",PAONIA DITCH,275351.00000000000,4306582.00000000000,40,Gunnison,North Fork Tribs
"4001086",BIG ROCK DITCH,298063.00000000000,4311946.00000000000,40,Gunnison,North Fork Tribs
"4000918",COW CREEK DITCH,257842.00000000000,4312221.00000000000,40,Gunnison,North Fork Tribs
"4000544",FLUKE DITCH,277589.00000000000,4282858.00000000000,40,Gunnison,North Fork Tribs
"4000832",COTTOLENE DITCH,244309.50000000000,4309184.29999999981,40,Gunnison,North Fork Tribs
"4001195",SHEPHERD & WILMOT DITCH,270343.00000000000,4303288.00000000000,40,Gunnison,North Fork Tribs
"4000568",LONE ROCK DITCH,278460.00000000000,4288788.00000000000,40,Gunnison,North Fork Tribs
"4001033",REYNOLDS DITCH,276115.00000000000,4301591.00000000000,40,Gunnison,North Fork Tribs
"4000646",SHAMROCK DITCH,251201.00000000000,4301737.00000000000,40,Gunnison,North Fork Tribs
"4001085",BEVER HIDE DITCH,298344.00000000000,4322721.00000000000,40,Gunnison,North Fork Tribs
"4000908",SWAMP DITCH,229921.60000000001,4286598.09999999963,40,Gunnison,North Fork Tribs
"4000614",UPPER MCLEOD DITCH,270598.50000000000,4286782.79999999981,40,Gunnison,North Fork Tribs
"4000735",PERKINS DITCH,241081.50000000000,4306276.29999999981,40,Gunnison,North Fork Tribs
"4001185",NORTH FORK FARMERS D,277298.00000000000,4308596.00000000000,40,Gunnison,North Fork Tribs
"4000695",WOOD PARK DITCH,249174.00000000000,4316258.00000000000,40,Gunnison,North Fork Tribs
"4000971",DAVENPORT DITCH,269352.00000000000,4300119.00000000000,40,Gunnison,North Fork Tribs
"4001114",DITCH NO 2 DITCH,289934.00000000000,4335250.00000000000,40,Gunnison,North Fork Tribs
"4001244",LEONARD DITCH,211383.00000000000,4298781.00000000000,40,Gunnison,North Fork Tribs
"4001224",WRAY DITCH,291438.00000000000,4331898.00000000000,40,Gunnison,North Fork Tribs
"4000747",WEST DITCH,241064.50000000000,4307654.29999999981,40,Gunnison,North Fork Tribs
"4000943",WILCOX DITCH,259836.00000000000,4313628.00000000000,40,Gunnison,North Fork Tribs
"4000956",BERT CAMPBELL DITCH,269274.00000000000,4304368.00000000000,40,Gunnison,North Fork Tribs
"4001266",BOURN DITCH,237524.00000000000,4313847.00000000000,40,Gunnison,North Fork Tribs
"4001325",NORTH FORK DITCH,202571.60000000001,4264475.90000000037,40,Gunnison,North Fork Tribs
"4000892",OBERGFELL BALDWIN DITCH,227124.00000000000,4291533.00000000000,40,Gunnison,North Fork Tribs
"4004148",DRAKE COTTONWOOD DITCH -,267707.00000000000,4297398.00000000000,40,Gunnison,North Fork Tribs
"4001118",DRIFT CREEK DITCH,294227.00000000000,4332325.00000000000,40,Gunnison,North Fork Tribs
"4000720",KENNICOTT & MOWER D,240510.50000000000,4303597.29999999981,40,Gunnison,North Fork Tribs
"4001087",BLACK SAGE DITCH,292543.00000000000,4333907.00000000000,40,Gunnison,North Fork Tribs
"4001426",BIG MONITOR DITCH NO. 1,210031.00000000000,4266507.00000000000,40,Gunnison,North Fork Tribs
"4000952",BALCH DITCH NO. 3,268554.00000000000,4299640.09999999963,40,Gunnison,North Fork Tribs
"4000960",BRUCE DITCH,272432.00000000000,4304805.00000000000,40,Gunnison,North Fork Tribs
"4000826",WHITING DITCH,247873.00000000000,4304692.00000000000,40,Gunnison,North Fork Tribs
"4001182",MERCHANTS GULCH DITCH,272616.00000000000,4305042.00000000000,40,Gunnison,North Fork Tribs
"4000649",MOSS BANK DITCH,247008.60000000001,4316038.40000000037,40,Gunnison,North Fork Tribs
"4000730",NORTH DELTA CANAL (FROM TONGUE CREEK),239847.50000000000,4297378.20000000019,40,Gunnison,North Fork Tribs
"4000704",ECKERT DITCH,242212.50000000000,4312190.29999999981,40,Gunnison,North Fork Tribs
"4000688",PARADISE DITCH,248558.60000000001,4315190.40000000037,40,Gunnison,North Fork Tribs
"4000753",BONITA DITCH,243735.00000000000,4305359.00000000000,40,Gunnison,North Fork Tribs
"4000682",HARRIS DITCH,248568.00000000000,4314929.00000000000,40,Gunnison,North Fork Tribs
"4001199",SNOOKS DITCH NO. 2,288694.00000000000,4324878.00000000000,40,Gunnison,North Fork Tribs
"4001197",SMITH AND MCKNIGHT DITCH,264622.00000000000,4297632.00000000000,40,Gunnison,North Fork Tribs
"4000965",COWAN GULCH DITCH,273025.00000000000,4305790.00000000000,40,Gunnison,North Fork Tribs
"4001115",DITCH NO 3 DITCH,290551.00000000000,4333552.00000000000,40,Gunnison,North Fork Tribs
"4000803",GALLANT DITCH,249166.00000000000,4303960.00000000000,40,Gunnison,North Fork Tribs
"4001047",SNEPENGER DITCH NO 3,270029.00000000000,4302273.00000000000,40,Gunnison,North Fork Tribs
"4001614",FRANK ALLEN DITCH,255281.00000000000,4298836.00000000000,40,Gunnison,North Fork Tribs
"4000563",JOHN HOSEMAN DITCH,276659.00000000000,4280297.00000000000,40,Gunnison,North Fork Tribs
"4000814",P & S DITCH,250070.00000000000,4305351.00000000000,40,Gunnison,North Fork Tribs
"4000863",BONA FIDE DITCH,243036.00000000000,4295854.00000000000,40,Gunnison,North Fork Tribs
"4001137",FREY DITCH,300346.00000000000,4312772.00000000000,40,Gunnison,North Fork Tribs
"4001958",H. BERRY DITCH - TUIN ALTERNATE POINT #1,268834.00000000000,4304625.00000000000,40,Gunnison,North Fork Tribs
"4000652",OAK LEAF DITCH,244558.50000000000,4317776.40000000037,40,Gunnison,North Fork Tribs
"4000726",LUCKY DITCH NO 1,241043.50000000000,4304909.29999999981,40,Gunnison,North Fork Tribs
"4000578",MORROW DITCH,273338.00000000000,4286834.00000000000,40,Gunnison,North Fork Tribs
"4001193",SHAEFFER DITCH,293818.00000000000,4333413.00000000000,40,Gunnison,North Fork Tribs
"4001408",PATTON DITCH,242029.00000000000,4315215.00000000000,40,Gunnison,North Fork Tribs
"4000903",SHOEMAKER DITCH,247805.00000000000,4296105.00000000000,40,Gunnison,North Fork Tribs
"4000934",ORCHARD DITCH,258803.00000000000,4309174.00000000000,40,Gunnison,North Fork Tribs
"4000634",COTTONWOOD DITCH,243698.50000000000,4315042.40000000037,40,Gunnison,North Fork Tribs
"4001239",EAGLE NO1 DITCH,236536.50000000000,4314631.00000000000,40,Gunnison,North Fork Tribs
"4001293",BAKER DITCH NO 2,241075.50000000000,4304740.29999999981,40,Gunnison,North Fork Tribs
"4000708",GALLAGHER DITCH,241217.50000000000,4308548.29999999981,40,Gunnison,North Fork Tribs
"4000787",ZANOLA AND PELAZINI D,245983.00000000000,4307869.00000000000,40,Gunnison,North Fork Tribs
"4001126",ELK HORN STOMP DITCH,301734.00000000000,4318711.00000000000,40,Gunnison,North Fork Tribs
"4000733",PARK DITCH,239554.50000000000,4299774.29999999981,40,Gunnison,North Fork Tribs
"4000721",KILE DITCH,243616.00000000000,4312133.00000000000,40,Gunnison,North Fork Tribs
"4000690",ROSE DITCH,247107.00000000000,4312000.00000000000,40,Gunnison,North Fork Tribs
"4000514",BEAN DITCH,271046.00000000000,4286128.00000000000,40,Gunnison,North Fork Tribs
"4001292",BAKER DITCH NO 1,241085.50000000000,4304599.29999999981,40,Gunnison,North Fork Tribs
"4001108",DAVENPORT DITCH,299982.00000000000,4301704.00000000000,40,Gunnison,North Fork Tribs
"4001474",RED ROCK DITCH,229324.39999999999,4309382.70000000019,40,Gunnison,North Fork Tribs
"4000623",YOUNG DITCH,274778.70000000001,4287361.50000000000,40,Gunnison,North Fork Tribs
"4000998",HOTCHKISS DITCH NO. 1,263490.40000000002,4298160.90000000037,40,Gunnison,North Fork Tribs
"4000689",REED DITCH,249873.20000000001,4316214.29999999981,40,Gunnison,North Fork Tribs
"4000540",DON MEEK NO 1 DITCH,279741.00000000000,4270020.00000000000,40,Gunnison,North Fork Tribs
"4000772",OLD RELIABLE DITCH,244482.00000000000,4306525.00000000000,40,Gunnison,North Fork Tribs
"4000805",MATLOCK DITCH,250380.00000000000,4300977.00000000000,40,Gunnison,North Fork Tribs
"4000790",CHANDLER DITCH,251383.00000000000,4309741.00000000000,40,Gunnison,North Fork Tribs
"4001232",CLARK AND WADE DITCH,276706.00000000000,4304741.00000000000,40,Gunnison,North Fork Tribs
"4001008",KING WASTE DITCH,275810.00000000000,4303616.00000000000,40,Gunnison,North Fork Tribs
"4000672",C AND D DITCH,247230.00000000000,4312567.00000000000,40,Gunnison,North Fork Tribs
"4001541",BALCH DITCH NO. 5,268138.00000000000,4298979.00000000000,40,Gunnison,North Fork Tribs
"4000694",WILD CHERRY DITCH,247501.00000000000,4313290.00000000000,40,Gunnison,North Fork Tribs
"4000705",EDGAR DITCH,243328.00000000000,4311812.00000000000,40,Gunnison,North Fork Tribs
"4000915",BIG GULCH DITCH,256206.00000000000,4300483.00000000000,40,Gunnison,North Fork Tribs
"4000696",ADOBE DITCH,240702.50000000000,4305457.29999999981,40,Gunnison,North Fork Tribs
"4000922",FLEMING DITCH,255877.00000000000,4300171.00000000000,40,Gunnison,North Fork Tribs
"4000698",B AND M DITCH,242126.50000000000,4308598.29999999981,40,Gunnison,North Fork Tribs
"4000734",PARKER DITCH,242212.00000000000,4316093.00000000000,40,Gunnison,North Fork Tribs
"4001119",DUGOUT DITCH,297807.00000000000,4319881.00000000000,40,Gunnison,North Fork Tribs
"4001204",SPRING GULCH DITCH,299575.00000000000,4302540.00000000000,40,Gunnison,North Fork Tribs
"4000989",GOPHER DITCH,273246.00000000000,4302948.00000000000,40,Gunnison,North Fork Tribs
"4000697",BLAKE DITCH,239802.00000000000,4312219.00000000000,40,Gunnison,North Fork Tribs
"4001090",BUZZARD DITCH NO 1,293246.00000000000,4319156.00000000000,40,Gunnison,North Fork Tribs
"4001319",25 MESA UP LIT MONITOR D,206250.00000000000,4265838.00000000000,40,Gunnison,North Fork Tribs
"4000939",ROSS DITCH,262333.00000000000,4299990.00000000000,40,Gunnison,North Fork Tribs
"4001203",SPERRY DITCH,292132.00000000000,4332593.00000000000,40,Gunnison,North Fork Tribs
"4001230",CEDAR PARK EXT A ENL D,238782.00000000000,4312461.00000000000,40,Gunnison,North Fork Tribs
"4000604",SHADELAND DITCH,275334.00000000000,4288511.00000000000,40,Gunnison,North Fork Tribs
"4002482",HALL'S DITCH ENLARGEMENT,264994.00000000000,4305491.00000000000,40,Gunnison,North Fork Tribs
"4000993",HARDING-KERNS DITCH,284526.00000000000,4302625.00000000000,40,Gunnison,North Fork Tribs
"4000706",FORKED TONGUE DITCH,240387.50000000000,4304874.29999999981,40,Gunnison,North Fork Tribs
"4001038",ROBERTS STUCKER DITCH,270716.00000000000,4307425.00000000000,40,Gunnison,North Fork Tribs
"4001678",J M BEAL SEEP DITCH,255166.00000000000,4298495.00000000000,40,Gunnison,North Fork Tribs
"4000638",HORSE PARK DITCH,247101.10000000001,4317473.29999999981,40,Gunnison,North Fork Tribs
"4000775",RAWHIDE DITCH,240354.50000000000,4299358.29999999981,40,Gunnison,North Fork Tribs
"4000919",CURRANT CREEK DITCH,257648.00000000000,4311351.00000000000,40,Gunnison,North Fork Tribs
"4001151",HUTCHINS DITCH,291649.00000000000,4333463.00000000000,40,Gunnison,North Fork Tribs
"4000755",COOK DITCH,246781.20000000001,4310557.59999999963,40,Gunnison,North Fork Tribs
"4000825",WEYRAUCH DITCH,242041.00000000000,4298466.00000000000,40,Gunnison,North Fork Tribs
"4000506",ALUM GULCH DITCH,264624.00000000000,4291080.00000000000,40,Gunnison,North Fork Tribs
"4000759",FOGG DITCH,242656.00000000000,4303209.00000000000,40,Gunnison,North Fork Tribs
"4000820",STELL BUTTES ENLG DITCH,242502.00000000000,4300841.00000000000,40,Gunnison,North Fork Tribs
"4000737",PRATT DITCH,241323.50000000000,4314638.40000000037,40,Gunnison,North Fork Tribs
"4001496",ROY J TOMPSON DITCH,246157.00000000000,4314064.00000000000,40,Gunnison,North Fork Tribs
"4004099",OVERLAND DITCH (MAIN),271434.00000000000,4329934.00000000000,40,Gunnison,North Fork Tribs
"4001010",LANGFORD CADDICK LTL D,267606.00000000000,4299865.00000000000,40,Gunnison,North Fork Tribs
"4000879",HARTLAND DITCH,235722.00000000000,4295547.00000000000,40,Gunnison,North Fork Tribs
"4000817",RIMROCK DITCH,252985.00000000000,4312373.00000000000,40,Gunnison,North Fork Tribs
"4000711",GENES DITCH,243338.00000000000,4312124.00000000000,40,Gunnison,North Fork Tribs
"4000504",CEDAR CANYON IRON SPRINGS DITCH,280555.20000000001,4270247.70000000019,40,Gunnison,North Fork Tribs
"4000712",GILGER DITCH,242902.79999999999,4306910.00000000000,40,Gunnison,North Fork Tribs
"4001307",LITTLE MONITOR DITCH,209202.00000000000,4268166.00000000000,40,Gunnison,North Fork Tribs
"4000757",ERIC JOHNSON DITCH,243508.00000000000,4304855.00000000000,40,Gunnison,North Fork Tribs
"4000750",ALBERT WEIR DITCH,243383.00000000000,4303990.00000000000,40,Gunnison,North Fork Tribs
"4000745",SUNRISE DITCH,242148.00000000000,4315473.00000000000,40,Gunnison,North Fork Tribs
"4001162",JOHN W WALKER DITCH,293318.00000000000,4332757.00000000000,40,Gunnison,North Fork Tribs
"4000875",ELKHORN DITCH,200200.00000000000,4282518.40000000037,40,Gunnison,North Fork Tribs
"4000746",TODD DITCH,242126.00000000000,4315465.00000000000,40,Gunnison,North Fork Tribs
"4000941",SMITH DITCH,259911.00000000000,4313655.00000000000,40,Gunnison,North Fork Tribs
"4000861",BLUMBERG DITCH NO. 3,198949.00000000000,4281426.00000000000,40,Gunnison,North Fork Tribs
"4000548",FREEMAN DITCH NO 1,261746.00000000000,4289199.00000000000,40,Gunnison,North Fork Tribs
"4000595",REEDER DITCH NO 3,267977.00000000000,4287159.00000000000,40,Gunnison,North Fork Tribs
"4006276",WEST DEAN DITCH,242041.00000000000,4316708.00000000000,40,Gunnison,North Fork Tribs
"4001732",NEEDLE ROCK D HGT NO 4,274067.00000000000,4291274.00000000000,40,Gunnison,North Fork Tribs
"4002380",RAIM DIVERSION,242985.50000000000,4310582.29999999981,40,Gunnison,North Fork Tribs
"4001179",MCMILLAN DITCH NO 1,289764.00000000000,4323593.00000000000,40,Gunnison,North Fork Tribs
"4000804",HILLSIDE DITCH,242539.00000000000,4300813.00000000000,40,Gunnison,North Fork Tribs
"4000619",WILSON & PANKY DITCH,277421.00000000000,4288320.00000000000,40,Gunnison,North Fork Tribs
"4001031",POT HOLE PIPELINE,269951.00000000000,4303224.00000000000,40,Gunnison,North Fork Tribs
"4001066",WHIPPLE GULCH DITCH,266392.29999999999,4297551.29999999981,40,Gunnison,North Fork Tribs
"4002743",GEYER DITCH,241102.50000000000,4304284.29999999981,40,Gunnison,North Fork Tribs
"4000550",GEORGIA DITCH,275718.00000000000,4284026.00000000000,40,Gunnison,North Fork Tribs
"4000929",JESSIE DITCH,259695.00000000000,4300481.00000000000,40,Gunnison,North Fork Tribs
"4000633",CHURCH DITCH,243897.50000000000,4313713.40000000037,40,Gunnison,North Fork Tribs
"4000594",REEDER DITCH 1 AND 2,268376.00000000000,4287045.00000000000,40,Gunnison,North Fork Tribs
"4001082",BEUTEN DITCH,292188.00000000000,4333431.00000000000,40,Gunnison,North Fork Tribs
"4001295",STILLWAGON NO 2 DITCH,241082.50000000000,4315272.40000000037,40,Gunnison,North Fork Tribs
"4000838",HAMILTON SEEPAGE DITCH,244665.50000000000,4308685.29999999981,40,Gunnison,North Fork Tribs
"4000793",CURRANT CREEK NO 1 DITCH,253306.00000000000,4311906.00000000000,40,Gunnison,North Fork Tribs
"4000530",CRISLER DITCH,272483.00000000000,4286650.00000000000,40,Gunnison,North Fork Tribs
"4000702",DAISY DITCH,243802.50000000000,4307791.29999999981,40,Gunnison,North Fork Tribs
"4001437",HAWKINS DITCH,206928.00000000000,4267917.00000000000,40,Gunnison,North Fork Tribs
"4000683",HORSESHOE DITCH,247159.00000000000,4312005.00000000000,40,Gunnison,North Fork Tribs
"4000686",LONE PINE DITCH,250819.00000000000,4316850.00000000000,40,Gunnison,North Fork Tribs
"4000962",C H CHAPIN DITCH,274759.00000000000,4302316.00000000000,40,Gunnison,North Fork Tribs
"4000887",MCCARTHY DITCH,215814.60000000001,4291435.59999999963,40,Gunnison,North Fork Tribs
"4000927",LITTLE MARY DITCH,256118.00000000000,4297718.00000000000,40,Gunnison,North Fork Tribs
"4001540",BALCH NO 2 DITCH,267327.00000000000,4297592.00000000000,40,Gunnison,North Fork Tribs
"4000872",COWGER DITCH,201240.00000000000,4279363.00000000000,40,Gunnison,North Fork Tribs
"4000850",PUMPKIN SWAG SEEP DITCH,242704.50000000000,4307908.70000000019,40,Gunnison,North Fork Tribs
"4000500",CRAWFORD CLIPPER DITCH,274660.00000000000,4287402.00000000000,40,Gunnison,North Fork Tribs
"4000828",CARTWRIGHT DITCH NO 1,244370.50000000000,4308836.29999999981,40,Gunnison,North Fork Tribs
"4001145",GROUSE CREEK DITCH,296677.00000000000,4328801.00000000000,40,Gunnison,North Fork Tribs
"4000780",STILLWATER DITCH,241901.00000000000,4301918.00000000000,40,Gunnison,North Fork Tribs
"4001121",DYKE CREEK DITCH,277513.00000000000,4332714.00000000000,40,Gunnison,North Fork Tribs
"4000511",BARNARD A SHEARER DITCH,280279.00000000000,4290146.00000000000,40,Gunnison,North Fork Tribs
"4000911",WILBUR DITCH,200149.50000000000,4281087.00000000000,40,Gunnison,North Fork Tribs
"4001250",LAYTON DITCH,283633.00000000000,4301229.00000000000,40,Gunnison,North Fork Tribs
"4000739",R AND K DITCH,243791.00000000000,4312236.00000000000,40,Gunnison,North Fork Tribs
"4000900",RELIEF DITCH,249108.00000000000,4295275.00000000000,40,Gunnison,North Fork Tribs
"4001040",SEEP PIPE LINE,269278.00000000000,4303200.00000000000,40,Gunnison,North Fork Tribs
"4000899",RED SQUIRREL DITCH,199811.50000000000,4278059.50000000000,40,Gunnison,North Fork Tribs
"4001276",HADLEY DITCH,273560.00000000000,4303782.00000000000,40,Gunnison,North Fork Tribs
"4001207",STREBER DITCH,297216.09999999998,4325963.40000000037,40,Gunnison,North Fork Tribs
"4000796",DRY CREEK DITCH,254971.50000000000,4310151.40000000037,40,Gunnison,North Fork Tribs
"4000561",JERSEY DITCH,272754.00000000000,4286237.00000000000,40,Gunnison,North Fork Tribs
"4001428",DAVIS BROTHERS DITCH,201397.10000000001,4263513.00000000000,40,Gunnison,North Fork Tribs
"4001294",GALLAGHER DITCH SMITH EN,241592.00000000000,4309442.00000000000,40,Gunnison,North Fork Tribs
"4000680",GURNEY DITCH,247463.00000000000,4313083.00000000000,40,Gunnison,North Fork Tribs
"4000932",MIDKIFF & ARNOLD D,258426.00000000000,4306994.00000000000,40,Gunnison,North Fork Tribs
"4001215",WADE ALLEN DITCH,280253.00000000000,4322985.00000000000,40,Gunnison,North Fork Tribs
"4001299",LARSON BRO DITCH NO 2,263438.00000000000,4292338.00000000000,40,Gunnison,North Fork Tribs
"4000945",DELTA PIPELINE,236085.00000000000,4319066.00000000000,40,Gunnison,North Fork Tribs
"4000573",MCMILLAN DITCH,279599.00000000000,4281912.00000000000,40,Gunnison,North Fork Tribs
"4000744",STILLWAGON DITCH,241089.50000000000,4314947.40000000037,40,Gunnison,North Fork Tribs
"4000951",BALLARD DITCH,274619.00000000000,4303847.00000000000,40,Gunnison,North Fork Tribs
"4000692",SOONER DITCH,251920.00000000000,4318448.00000000000,40,Gunnison,North Fork Tribs
"4000843",LOUCKS DITCH,238084.00000000000,4306740.00000000000,40,Gunnison,North Fork Tribs
"4001116",DITCH NO 4 DITCH,291808.00000000000,4331373.00000000000,40,Gunnison,North Fork Tribs
"4000501",NEEDLE ROCK DITCH,280009.00000000000,4289608.00000000000,40,Gunnison,North Fork Tribs
"4000640",I E BAKER DITCH,247173.60000000001,4316253.40000000037,40,Gunnison,North Fork Tribs
"4000937",RAILROAD TUNNEL D NO 2,256059.00000000000,4298004.00000000000,40,Gunnison,North Fork Tribs
"4001231",SHORT CUT DITCH,241800.50000000000,4313131.40000000037,40,Gunnison,North Fork Tribs
"4000964",CLOUGH DITCH,280637.00000000000,4304940.00000000000,40,Gunnison,North Fork Tribs
"4000779",SHEPHERD DITCH,246421.00000000000,4308891.00000000000,40,Gunnison,North Fork Tribs
"4000503",GRANDVIEW CANAL,273426.00000000000,4286804.00000000000,40,Gunnison,North Fork Tribs
"4000847",OAK CREEK NO 2 DITCH,236585.70000000001,4309566.20000000019,40,Gunnison,North Fork Tribs
"4000603",SCRUB OAK DITCH NO 2,261746.00000000000,4289199.00000000000,40,Gunnison,North Fork Tribs
"4000980",ELZA REW DITCH,275762.00000000000,4303421.00000000000,40,Gunnison,North Fork Tribs
"4000518",BUCK CANON DITCH,270544.00000000000,4286594.00000000000,40,Gunnison,North Fork Tribs
"4000991",HADLEY DITCH NO 2,273164.00000000000,4303957.00000000000,40,Gunnison,North Fork Tribs
"4000727",LUCKY DITCH NO 2,241480.50000000000,4305929.29999999981,40,Gunnison,North Fork Tribs
"4000982",ESTES DITCH,265800.00000000000,4301549.00000000000,40,Gunnison,North Fork Tribs
"4000675",CEDAR MESA DITCH,251793.00000000000,4318417.00000000000,40,Gunnison,North Fork Tribs
"4003521",GREGG NO 2 RES,250131.00000000000,4319017.00000000000,40,Gunnison,North Fork Tribs
"4001201",SPATAFORE DITCH NO 1,289908.00000000000,4328700.00000000000,40,Gunnison,North Fork Tribs
"4000882",JOHN W MUSSER DITCH,202453.00000000000,4282000.00000000000,40,Gunnison,North Fork Tribs
"4000749",WILLIAMS DITCH NO 2,241053.50000000000,4315132.40000000037,40,Gunnison,North Fork Tribs
"4000508",ASPEN DITCH,273328.00000000000,4285791.00000000000,40,Gunnison,North Fork Tribs
"4000631",CHEROKEE DITCH,247041.60000000001,4315827.40000000037,40,Gunnison,North Fork Tribs
"4000742",SESSIONS DITCH,241991.50000000000,4308159.29999999981,40,Gunnison,North Fork Tribs
"4000699",BRYSON DITCH,240872.79999999999,4316001.00000000000,40,Gunnison,North Fork Tribs
"4001213",VANDEFORD DITCH,265917.40000000002,4299400.09999999963,40,Gunnison,North Fork Tribs
"4001032",PRICE DRAIN DITCH,273786.00000000000,4305722.00000000000,40,Gunnison,North Fork Tribs
"7300519",UPPER SAXBURY DITCH,159046.70000000001,4325031.00000000000,73,Gunnison,Little Dolores River
"7300622",MADDEN DITCH EXTENDED,166194.79999999999,4312920.59999999963,73,Gunnison,Little Dolores River
"7300662",DIMATTEI / BERNARDO PUMP 1,149548.60000000001,4319646.79999999981,73,Gunnison,Little Dolores River
"7300663",DIMATTEI / BERNARDO PUMP 2,150637.29999999999,4319693.00000000000,73,Gunnison,Little Dolores River
"7300566",MADDEN DITCH NO 3,166599.39999999999,4312728.40000000037,73,Gunnison,Little Dolores River
"7300504",CHIQUITO DOLORES DITCH,164154.60000000001,4320907.70000000019,73,Gunnison,Little Dolores River
"7300513",NELLIE S DITCH,173550.00000000000,4313601.40000000037,73,Gunnison,Little Dolores River
"7300509",MADDEN DITCH NO 1,166516.79999999999,4312084.09999999963,73,Gunnison,Little Dolores River
"7300502",BROUSE DITCH,159469.60000000001,4319597.79999999981,73,Gunnison,Little Dolores River
"7303603",MADDEN TROUT POND NO 2,166269.39999999999,4313015.79999999981,73,Gunnison,Little Dolores River
"7300505",CHIQUITO DOLORES NO 2,164172.70000000001,4320909.50000000000,73,Gunnison,Little Dolores River
"7300512",MURPHY I S D EX DITCH,162711.10000000001,4309345.20000000019,73,Gunnison,Little Dolores River
"7300537",MOORLAND DITCH,153170.29999999999,4319949.20000000019,73,Gunnison,Little Dolores River
"7300641",COOK IRRIGATING DITCH ALTERNATE POINT,155986.70000000001,4318022.70000000019,73,Gunnison,Little Dolores River
"7300515",REED DITCH,170402.79999999999,4314611.29999999981,73,Gunnison,Little Dolores River
"7300506",DIERICH DITCH,165577.79999999999,4315374.50000000000,73,Gunnison,Little Dolores River
"7303612",DUVALL RES. NO. 1,172449.70000000001,4312276.70000000019,73,Gunnison,Little Dolores River
"7300634",SKINNER DITCH,171983.00000000000,4309736.00000000000,73,Gunnison,Little Dolores River
"7300516",ROBBINS DITCH,164146.20000000001,4320933.29999999981,73,Gunnison,Little Dolores River
"7300538",SELBY IRRIGATING DITCH,156322.70000000001,4316971.20000000019,73,Gunnison,Little Dolores River
"7300533",H H RUSSEL D,151190.00000000000,4320090.90000000037,73,Gunnison,Little Dolores River
"7300534",HILL DITCH,153968.29999999999,4315804.20000000019,73,Gunnison,Little Dolores River
"4200554",LAURENT DITCH,216080.00000000000,4321315.00000000000,42,Gunnison,Lower Gunnison River
"4200635",COFFMAN & WW MUTUAL D PL,201019.00000000000,4320404.00000000000,42,Gunnison,Lower Gunnison River
"4200527",JOHNSON CR DITCH HDGT NO2,177138.89999999999,4309463.50000000000,42,Gunnison,Lower Gunnison River
"4200524",JACKS PUMPING PLANT,200707.00000000000,4321261.00000000000,42,Gunnison,Lower Gunnison River
"4200531",LURVEY DITCH #1,193587.00000000000,4306629.00000000000,42,Gunnison,Lower Gunnison River
"4200526",JOHNSON CR DITCH HDGT NO 1,177426.00000000000,4309288.00000000000,42,Gunnison,Lower Gunnison River
"4200505",BLACK DITCH,214716.00000000000,4316397.00000000000,42,Gunnison,Lower Gunnison River
"4200507",BOWEN PRIVATE DITCH,214138.70000000001,4315576.00000000000,42,Gunnison,Lower Gunnison River
"4200553",STUART HALL DITCH,204762.00000000000,4306948.00000000000,42,Gunnison,Lower Gunnison River
"4200546",SNYDER CREEK SUPPLY DITCH,188026.00000000000,4303583.00000000000,42,Gunnison,Lower Gunnison River
"4200501",ANDERSON DITCH,188815.00000000000,4303878.00000000000,42,Gunnison,Lower Gunnison River
"4200522",HELMKE DITCH,192725.00000000000,4311298.00000000000,42,Gunnison,Lower Gunnison River
"4200538",RABER COAL CREEK SUPPLY DITCH,221690.39999999999,4317829.70000000019,42,Gunnison,Lower Gunnison River
"4200650",JOHNSON CREEK DITCH NO2,176203.00000000000,4307452.00000000000,42,Gunnison,Lower Gunnison River
"4200503",BALES WILLIAMS MORRISON,216385.00000000000,4316642.00000000000,42,Gunnison,Lower Gunnison River
"4200509",BRANDON DITCH,218032.39999999999,4324935.00000000000,42,Gunnison,Lower Gunnison River
"4200529",KANNAH CREEK HIGHLINE D,220032.00000000000,4317462.00000000000,42,Gunnison,Lower Gunnison River
"4200528",JUNIATA DITCH 1ST ENL,219323.00000000000,4317481.00000000000,42,Gunnison,Lower Gunnison River
"4200549",WASHBURN & DOWNING DITCH,211285.00000000000,4314432.00000000000,42,Gunnison,Lower Gunnison River
"4200523",IRA VINCENT DITCH,207725.00000000000,4322277.00000000000,42,Gunnison,Lower Gunnison River
"4200510",BROWN & CAMPION D,208535.00000000000,4314544.00000000000,42,Gunnison,Lower Gunnison River
"4200508",BRADBURY DITCH,193290.00000000000,4311930.00000000000,42,Gunnison,Lower Gunnison River
"4200525",JOHN KRIGBAUM DITCH,192774.50000000000,4326058.79999999981,42,Gunnison,Lower Gunnison River
"4200534",M J WOODRING DITCH,188026.00000000000,4303583.00000000000,42,Gunnison,Lower Gunnison River
"4200639",F B GRANT EXT,190703.79999999999,4305588.79999999981,42,Gunnison,Lower Gunnison River
"4200940",DITTMER IRRIGATION SYSTE,205592.20000000001,4315002.79999999981,42,Gunnison,Lower Gunnison River
"4200542",RIO DOMINGUEZ DITCH,206549.00000000000,4303169.00000000000,42,Gunnison,Lower Gunnison River
"4200521",GUNNISON PUMPING PLANT,206872.00000000000,4304800.00000000000,42,Gunnison,Lower Gunnison River
"4200504",BAUER DITCH,215537.29999999999,4320575.50000000000,42,Gunnison,Lower Gunnison River
