wdid,str_name,utm_x,utm_y,dist,basin,name
"4200517",FLORENCE H BERRY DITCH,214508.00000000000,4315998.00000000000,42,Gunnison,Lower Gunnison River
"4200545",SMITH IRRIGATING DITCH,209305.00000000000,4314497.00000000000,42,Gunnison,Lower Gunnison River
"4200536",NORTHWESTERN DITCH,210554.00000000000,4314513.00000000000,42,Gunnison,Lower Gunnison River
"4200516",F B GRANT DITCH,190875.79999999999,4305630.50000000000,42,Gunnison,Lower Gunnison River
"4200547",UNAWEEP DITCH,189198.00000000000,4304682.00000000000,42,Gunnison,Lower Gunnison River
"4200552",WILLIAM H. WILLIAMS DITCH,215297.00000000000,4316686.00000000000,42,Gunnison,Lower Gunnison River
"4200544",SHROPSHIRE DITCH,205286.79999999999,4321776.90000000037,42,Gunnison,Lower Gunnison River
"4200630",VANPELT COX SEEPAGE D,211346.00000000000,4314692.00000000000,42,Gunnison,Lower Gunnison River
"4200530",KANNAH CREEK EXTENSION DITCH,206300.00000000000,4314859.00000000000,42,Gunnison,Lower Gunnison River
"5900516",BEAR GULCH DITCH,342177.00000000000,4295067.00000000000,59,Gunnison,East River
"5900524",BOURNE DITCH,324090.09999999998,4291105.79999999981,59,Gunnison,East River
"5900540",COLUMBINE DITCH,333057.00000000000,4298539.00000000000,59,Gunnison,East River
"5900576",HAPPY HOLLOW HIGHLINE D,337280.00000000000,4293283.00000000000,59,Gunnison,East River
"5900550",EAST RIVER NO 2 DITCH,333841.29999999999,4300604.79999999981,59,Gunnison,East River
"5900861",DOCTOR DITCH,353837.00000000000,4291893.00000000000,59,Gunnison,East River
"5900695",TINGLEY DITCH,332771.09999999998,4274216.20000000019,59,Gunnison,East River
"5900575",HALAZON DITCH,327069.20000000001,4304114.90000000037,59,Gunnison,East River
"5900652",POLISIC NO 1 DITCH,318650.09999999998,4295017.90000000037,59,Gunnison,East River
"5900615",LEHMAN HARRIS DITCH,326634.00000000000,4284534.59999999963,59,Gunnison,East River
"5900546",DILLSWORTH DITCH,331758.20000000001,4300517.79999999981,59,Gunnison,East River
"5900561",GEO SMITH NO 1 DITCH,337094.20000000001,4276267.20000000019,59,Gunnison,East River
"5900528",BUCKEY LEHMAN DITCH,327117.00000000000,4282884.50000000000,59,Gunnison,East River
"5900685",SUMMERVILLE DITCH,354250.50000000000,4291557.59999999963,59,Gunnison,East River
"5900525",BREEM DITCH,329639.20000000001,4305199.90000000037,59,Gunnison,East River
"5900697",UTE TRAIL DITCH,330220.00000000000,4267226.00000000000,59,Gunnison,East River
"5900684",STRAND DITCH NO 1,335229.29999999999,4305793.79999999981,59,Gunnison,East River
"5900974",KEEVER DITCH,316647.09999999998,4296108.90000000037,59,Gunnison,East River
"5900864",DOS RIOS DITCH,330223.00000000000,4267817.00000000000,59,Gunnison,East River
"5900672",SLIDE DITCH,337480.29999999999,4294699.70000000019,59,Gunnison,East River
"5900625",MAY BOHM & ENLD M B H P,328371.00000000000,4281290.00000000000,59,Gunnison,East River
"5900513",AXTELL DITCH,346294.50000000000,4289473.50000000000,59,Gunnison,East River
"5900669",SHACKLEFORD DITCH,337325.00000000000,4287913.00000000000,59,Gunnison,East River
"5901200",MOUNT CARBON DITCH,323883.09999999998,4290238.79999999981,59,Gunnison,East River
"5900792",CAMPBELL DITCH E BRANCH,325712.00000000000,4287079.70000000019,59,Gunnison,East River
"5900650",PETER PURRIER EAST DITCH,330320.09999999998,4279966.40000000037,59,Gunnison,East River
"5901250",MAXSON DITCH,342822.00000000000,4302506.00000000000,59,Gunnison,East River
"5900654",PRESSLER POLISIC DITCH,317709.09999999998,4295009.90000000037,59,Gunnison,East River
"5900587",HILDEBRAND NO 2 DITCH,330738.09999999998,4277830.29999999981,59,Gunnison,East River
"5900717",BUFFINGTON DITCH,320908.09999999998,4293674.90000000037,59,Gunnison,East River
"5900656",REDDEN ELSINORE DITCH,345489.40000000002,4286987.50000000000,59,Gunnison,East River
"5901473",STEENBERGEN DITCH,319771.90000000002,4264721.00000000000,59,Gunnison,East River
"5900578",HARRIS BOHM POTATO DITCH,330720.09999999998,4278593.29999999981,59,Gunnison,East River
"5901063",PIEPLANT DITCH,363158.00000000000,4306549.00000000000,59,Gunnison,East River
"5900726",SUMMERVILLE DITCH NO 2,353939.50000000000,4291353.59999999963,59,Gunnison,East River
"5900774",BIG SOAP PARK DITCH,296631.00000000000,4281294.00000000000,59,Gunnison,East River
"5900572",GUNNISON TOWN DITCH,333114.00000000000,4272361.00000000000,59,Gunnison,East River
"5900566",GOOSEBERRY MESA IRG D,329808.09999999998,4280232.40000000037,59,Gunnison,East River
"5900556",FISHER DITCH ENLARGEMENT,338428.29999999999,4288614.59999999963,59,Gunnison,East River
"5901007",MCKEE NO 2 DITCH,325513.90000000002,4287841.20000000019,59,Gunnison,East River
"5901361",BURT GUERRIERI DITCH,323570.00000000000,4285482.59999999963,59,Gunnison,East River
"5900520",BIEBEL NO 3 DITCH,332281.09999999998,4275535.20000000019,59,Gunnison,East River
"5900553",ELMER MARSHALL NO1 DITCH,335715.09999999998,4275178.20000000019,59,Gunnison,East River
"5900602",JOHN B OUTCALT NO 2 D,336304.09999999998,4275322.20000000019,59,Gunnison,East River
"5900523",BOTTENFIELD DITCH,334587.70000000001,4302121.79999999981,59,Gunnison,East River
"5900623",MARSHALL NO 2 DITCH,336783.20000000001,4276052.20000000019,59,Gunnison,East River
"5900797",CASTLE PK FDR DITCH NO 2,315048.40000000002,4289652.90000000037,59,Gunnison,East River
"5900501",ACME DITCH,319519.09999999998,4293243.90000000037,59,Gunnison,East River
"5900727",TIM & HELEN MORGAN DITCH,343257.50000000000,4303026.79999999981,59,Gunnison,East River
"5900954",HOWARD EILBRECHT DITCH,324903.09999999998,4297351.79999999981,59,Gunnison,East River
"5900663",ROZMAN NO 2 DITCH,330528.00000000000,4300799.00000000000,59,Gunnison,East River
"5900645",OTIS MOORE DITCH,330718.00000000000,4277811.00000000000,59,Gunnison,East River
"5900793",CAMPBELL DITCH W BRANCH,325606.00000000000,4286668.59999999963,59,Gunnison,East River
"5900687",SUNKI NO 1 DITCH,318821.09999999998,4296413.90000000037,59,Gunnison,East River
"5900698",VALENTINES DITCH,321131.09999999998,4292865.90000000037,59,Gunnison,East River
"5900678",SPANN NETTICK DITCH,326940.20000000001,4304088.90000000037,59,Gunnison,East River
"5900628",MCDONALD DITCH,339160.00000000000,4286087.00000000000,59,Gunnison,East River
"5900611",L R SPANN DITCH,338031.29999999999,4290637.70000000019,59,Gunnison,East River
"5900510",ANNA ROZMAN DITCH,331318.20000000001,4300720.79999999981,59,Gunnison,East River
"5901465",DIFFICULT DITCH,334915.00000000000,4272750.00000000000,59,Gunnison,East River
"5900534",CASTLE PK FDR DITCH,315048.40000000002,4289652.90000000037,59,Gunnison,East River
"5900648",PARK DITCH,324823.09999999998,4297723.79999999981,59,Gunnison,East River
"5900564",GOODWIN KNOX DITCH,329431.00000000000,4266393.90000000037,59,Gunnison,East River
"5900552",ELMER DITCH,346375.50000000000,4287873.50000000000,59,Gunnison,East River
"5900519",BIEBEL NO 1 DITCH,332915.09999999998,4275039.20000000019,59,Gunnison,East River
"5900542",CUNNINGHAM DITCH,320454.00000000000,4284997.70000000019,59,Gunnison,East River
"5900637",MEADS NO 3 DITCH,336235.00000000000,4303383.00000000000,59,Gunnison,East River
"5901163",THOMPSON DITCH,330081.00000000000,4266642.00000000000,59,Gunnison,East River
"5900668",SEVENTY FIVE DITCH,330087.00000000000,4266670.00000000000,59,Gunnison,East River
"5900608",KELMEL OWENS NO 2 DITCH,329443.00000000000,4266377.00000000000,59,Gunnison,East River
"5900529",CARBON DITCH,324264.09999999998,4294397.79999999981,59,Gunnison,East River
"5900673",SLOUGH DITCH,330722.00000000000,4269204.00000000000,59,Gunnison,East River
"5900532",CASTLE CREEK NO 1 DITCH,318649.09999999998,4293239.90000000037,59,Gunnison,East River
"5900562",GEO SMITH NO 2 DITCH,337210.20000000001,4276482.20000000019,59,Gunnison,East River
"5900632",MCGLASHAN W SIDE OHIO CR,325260.00000000000,4286500.59999999963,59,Gunnison,East River
"5900830",COLUMBINE RES & DITCH,330634.29999999999,4304199.50000000000,59,Gunnison,East River
"5900704",WHIPP DITCH,333220.09999999998,4272537.09999999963,59,Gunnison,East River
"5900714",ELMER NO 2 DITCH,346279.50000000000,4289546.50000000000,59,Gunnison,East River
"5900601",JARVIS DITCH,335393.29999999999,4306043.79999999981,59,Gunnison,East River
"5900715",BAGG DITCH,319603.00000000000,4266567.09999999963,59,Gunnison,East River
"5900627",MCCORMICK DITCH,327812.20000000001,4304549.90000000037,59,Gunnison,East River
"5900535",CASTLETON DITCH,323955.09999999998,4290748.79999999981,59,Gunnison,East River
"5901182",WILD WOOD PARK DITCH,330584.00000000000,4269329.00000000000,59,Gunnison,East River
"5900691",TEACHOUT DITCH,326838.00000000000,4283787.50000000000,59,Gunnison,East River
"5900701",VIDAL BROS NO 1 DITCH,331794.00000000000,4272993.00000000000,59,Gunnison,East River
"5900679",SPRING CR IRG DITCH,346009.50000000000,4288241.50000000000,59,Gunnison,East River
"5900585",HIGHLINE DITCH,317866.79999999999,4291460.90000000037,59,Gunnison,East River
"5900505",ALFRED DITCH,315096.79999999999,4263739.00000000000,59,Gunnison,East River
"5900631",MCGLASHAN S SIDE MILL CR,322738.00000000000,4285272.59999999963,59,Gunnison,East River
"5900580",HENRY PURRIER OHIO CR D,328573.90000000002,4281072.90000000037,59,Gunnison,East River
"5900630",MCGLASHAN N SIDE MILL CR,324758.00000000000,4285771.59999999963,59,Gunnison,East River
"5900653",POWER DITCH,339072.20000000001,4280661.29999999981,59,Gunnison,East River
"5900512",APRIL DITCH,329435.00000000000,4266191.90000000037,59,Gunnison,East River
"5900718",CHURCHILL DITCH,367191.59999999998,4297462.70000000019,59,Gunnison,East River
"5900526",BRUNTON NO 1 DITCH,321894.90000000002,4266891.00000000000,59,Gunnison,East River
"5900594",HYZER DITCH,332434.09999999998,4274002.20000000019,59,Gunnison,East River
"5900565",GOOSEBERRY DITCH,333204.59999999998,4279335.29999999981,59,Gunnison,East River
"5900539",COAL CR DITCH,327872.20000000001,4304619.90000000037,59,Gunnison,East River
"5900555",F E AND A C JARVIS DITCH,332098.00000000000,4309748.00000000000,59,Gunnison,East River
"5900509",ANDERS BOTTOM D,338323.00000000000,4289251.00000000000,59,Gunnison,East River
"5900854",DECKER DITCH NO 2,330634.20000000001,4304199.40000000037,59,Gunnison,East River
"5900633",MCKEE DESERT LAND NO 2D,326268.00000000000,4288598.00000000000,59,Gunnison,East River
"5900547",DOOLEY ANTELOPE IRG D,328559.00000000000,4271893.09999999963,59,Gunnison,East River
"5901469",SUNKI NO 2 AND SUNKI-RES,318277.09999999998,4296619.90000000037,59,Gunnison,East River
"5900688",SUNKI NO 3 DITCH,318380.09999999998,4295753.90000000037,59,Gunnison,East River
"5900661",ROZICH DITCH,328488.20000000001,4307370.90000000037,59,Gunnison,East River
"5900676",SMITH DITCH,324153.09999999998,4291841.79999999981,59,Gunnison,East River
"5900708",WILLSON DITCH,329680.20000000001,4305242.90000000037,59,Gunnison,East River
"5900711",WILSON OHIO CREEK DITCH,324013.00000000000,4288136.70000000019,59,Gunnison,East River
"5900667",SCHUPP DITCH,339125.00000000000,4285631.00000000000,59,Gunnison,East River
"5900674",SMELSER DITCH,321801.00000000000,4285285.70000000019,59,Gunnison,East River
"5900588",HINKLE HAMILTON DITCH,326204.00000000000,4285413.59999999963,59,Gunnison,East River
"5901041",CLINE-WEBER PUMP,324022.90000000002,4290814.79999999981,59,Gunnison,East River
"5900959",KORN DITCH,370748.59999999998,4293854.59999999963,59,Gunnison,East River
"5901209",RENAS DITCH,329644.00000000000,4305128.00000000000,59,Gunnison,East River
"5900616",LIGHTLEY D & LINTON ENLT,337614.20000000001,4279108.29999999981,59,Gunnison,East River
"5900536",CEMENT CR RANGER STA,338628.40000000002,4298723.70000000019,59,Gunnison,East River
"5900538",CHANNEL DITCH,331561.00000000000,4271888.00000000000,59,Gunnison,East River
"5900544",DEAN IRRIGATING DITCH,321389.90000000002,4267962.09999999963,59,Gunnison,East River
"5900847",CUNNINGHAM WASTEWATER D,332997.09999999998,4274111.20000000019,59,Gunnison,East River
"5900570",GUNNISON R OHIO CR IRG D,338096.20000000001,4279892.29999999981,59,Gunnison,East River
"5900591",HOPE RESICH DITCH,324175.09999999998,4291755.79999999981,59,Gunnison,East River
"5901736",OBAID DITCH,336856.00000000000,4297713.00000000000,59,Gunnison,East River
"5900624",MARSTON DITCH,338883.00000000000,4282507.00000000000,59,Gunnison,East River
"5900724",PRICE CREEK DITCH NO 4,320018.00000000000,4288973.00000000000,59,Gunnison,East River
"5900503",AHRENS DITCH,340701.00000000000,4290452.00000000000,59,Gunnison,East River
"5900706",WILLOW DITCH,328956.00000000000,4301886.00000000000,59,Gunnison,East River
"5900703",WATT NO 2 DITCH,338541.29999999999,4288433.59999999963,59,Gunnison,East River
"5900617",LONE PINE DITCH,327010.00000000000,4282944.00000000000,59,Gunnison,East River
"5901794",CABIN DITCH,324624.00000000000,4293175.00000000000,59,Gunnison,East River
"5900853",DECKER DITCH,331615.00000000000,4303169.00000000000,59,Gunnison,East River
"5900563",GLEASON IRRIGATING DITCH,330718.00000000000,4277811.00000000000,59,Gunnison,East River
"5901168",TINCUP TOWN DITCH,371786.59999999998,4290457.59999999963,59,Gunnison,East River
"5900571",GUNNISON AND TOMICHI VALLEY DITCH ASSOCI,336404.09999999998,4275377.20000000019,59,Gunnison,East River
"5900593",HOWE & SHERWOOD IRR D,338116.00000000000,4291065.00000000000,59,Gunnison,East River
"5900829",COLUMBINE DITCH,334587.79999999999,4302122.00000000000,59,Gunnison,East River
"5900912",GEORGE KAPUSHION DITCH,326904.20000000001,4306348.90000000037,59,Gunnison,East River
"5900545",DENNIS ALKALI CR DITCH,337173.00000000000,4288530.00000000000,59,Gunnison,East River
"5900634",MCKEE NO 1 DITCH,325714.00000000000,4288097.00000000000,59,Gunnison,East River
"5900543",DAVID HIGH LINE DITCH,323684.00000000000,4285535.59999999963,59,Gunnison,East River
"5901139",SPRING BRANCH DITCH,318062.09999999998,4296871.90000000037,59,Gunnison,East River
"5900511",ANNIE IRG DITCH,326374.90000000002,4289426.70000000019,59,Gunnison,East River
"5900600",JAMES WATT DITCH,338096.29999999999,4290084.59999999963,59,Gunnison,East River
"5900643",OHIO CREEK NO 1 DITCH,323598.00000000000,4288827.70000000019,59,Gunnison,East River
"5900716",DANNI DITCH,337965.29999999999,4291743.70000000019,59,Gunnison,East River
"5900533",CASTLE CREEK NO 2 DITCH,319730.09999999998,4293376.90000000037,59,Gunnison,East River
"5900610",KUNZE DITCH,320292.09999999998,4295076.90000000037,59,Gunnison,East River
"5901792",KUBLER DITCH,324851.00000000000,4293564.00000000000,59,Gunnison,East River
"5900693",TEED DITCH,319180.90000000002,4265893.00000000000,59,Gunnison,East River
"5900662",ROZMAN NO 1 DITCH,332033.00000000000,4299356.00000000000,59,Gunnison,East River
"5900647",PALISADES DITCH NO 2,330595.00000000000,4269645.00000000000,59,Gunnison,East River
"5900639",MILTON WHITE DITCH,323490.00000000000,4289116.79999999981,59,Gunnison,East River
"5901141",SQUIRREL CR HIGHLINE D,321921.00000000000,4288223.00000000000,59,Gunnison,East River
"5900551",EAST WILSON DITCH,325273.00000000000,4287473.00000000000,59,Gunnison,East River
"5900671",SIMINEO DITCH,321617.00000000000,4291460.79999999981,59,Gunnison,East River
"5900690",SUNSHINE IRG DITCH,326711.00000000000,4272118.09999999963,59,Gunnison,East River
"5900644",OHIO CREEK NO 2 DITCH,322976.00000000000,4289567.79999999981,59,Gunnison,East River
"5900560",GARDEN DITCH,334171.09999999998,4273585.20000000019,59,Gunnison,East River
"5900642",N WILLOW RUN DITCH,320837.00000000000,4289936.00000000000,59,Gunnison,East River
"5901140",SQUAW CREEK DITCH,332293.50000000000,4297114.29999999981,59,Gunnison,East River
"5901532",ANNA ROZMAN ALTERNATE D,330476.20000000001,4301606.79999999981,59,Gunnison,East River
"5900507",ALKALI DITCH,332422.90000000002,4288611.09999999963,59,Gunnison,East River
"5900646",PALISADES DITCH,330554.00000000000,4269419.00000000000,59,Gunnison,East River
"5903684",LAKE GRANT RESERVOIR,331142.00000000000,4303773.00000000000,59,Gunnison,East River
"5900862",DOCTOR NO 2 DITCH,353837.00000000000,4291893.00000000000,59,Gunnison,East River
"5900597",IMOBERSTEG DITCH,335090.29999999999,4297663.79999999981,59,Gunnison,East River
"5900569",GUNNISON & OHIO CREEK CANAL,336689.20000000001,4275890.20000000019,59,Gunnison,East River
"5900629",MCGLASHAN E SIDE IRR D,324943.00000000000,4286855.70000000019,59,Gunnison,East River
"5900680",SQUIRREL CREEK NO1 DITCH,323464.00000000000,4288521.00000000000,59,Gunnison,East River
"5900723",PRICE CREEK DITCH NO 3,320784.00000000000,4289300.00000000000,59,Gunnison,East River
"5900596",HYZER VIDAL MILLER D,332282.00000000000,4275773.00000000000,59,Gunnison,East River
"5900613",LAFAYETTE DITCH,333468.29999999999,4302281.79999999981,59,Gunnison,East River
"5900568",GREEGH DITCH,322017.90000000002,4266074.00000000000,59,Gunnison,East River
"5901808",CARMINE DITCH NEW LOC,322526.00000000000,4290094.00000000000,59,Gunnison,East River
"5900699",VERZUH DITCH,333978.29999999999,4303193.79999999981,59,Gunnison,East River
"5900670",SILKA DITCH,316189.09999999998,4294195.90000000037,59,Gunnison,East River
"5900517",BEITLER DITCH NO 1,333280.00000000000,4308706.00000000000,59,Gunnison,East River
"5901177",WARREN DITCH,331225.29999999999,4303578.29999999981,59,Gunnison,East River
"5900720",PIONEER DITCH,330863.09999999998,4278471.29999999981,59,Gunnison,East River
"5900612",LACY D SPR HDGT 1,332436.00000000000,4302669.00000000000,59,Gunnison,East River
"5900577",HAMOR DITCH,329483.00000000000,4269979.09999999963,59,Gunnison,East River
"5900638",MERIDIAN DITCH,327297.00000000000,4308156.00000000000,59,Gunnison,East River
"5900581",HENRY PURRIER OHIO CR 2D,330074.09999999998,4279636.40000000037,59,Gunnison,East River
"5900558",FRANK ADAMS NO 1 DITCH,327994.00000000000,4265230.00000000000,59,Gunnison,East River
"5900592",HORACE G MCMILLIAN DITCH,316840.09999999998,4285209.50000000000,59,Gunnison,East River
"5900682",SQUIRREL CREEK NO6 DITCH,321534.00000000000,4288128.00000000000,59,Gunnison,East River
"5900603",JOHN LORR DITCH,338664.29999999999,4288333.59999999963,59,Gunnison,East River
"5901766",SAWMILL DITCH,316896.00000000000,4295038.00000000000,59,Gunnison,East River
"5900522",BOCKER DITCH,334223.29999999999,4298024.79999999981,59,Gunnison,East River
"5900537",CEMENT CREEK DITCH,336867.29999999999,4297671.70000000019,59,Gunnison,East River
"5900694",THORNTON NO 1 DITCH,332259.00000000000,4272312.00000000000,59,Gunnison,East River
"5900606",JUDY NORTH HIGH LINE D,321379.00000000000,4285154.70000000019,59,Gunnison,East River
"5900622",MARSHALL NO 1 DITCH,337601.20000000001,4277104.20000000019,59,Gunnison,East River
"5900614",LAWRENCE DITCH,319127.00000000000,4266009.00000000000,59,Gunnison,East River
"5900527",BUCKEY DITCH,321604.00000000000,4285153.59999999963,59,Gunnison,East River
"5900751",BEITLER DITCH NO 2,334750.59999999998,4307651.40000000037,59,Gunnison,East River
"5900609",KUBIACK DITCH,337639.29999999999,4292318.70000000019,59,Gunnison,East River
"5900598",IMOBERSTEG WILLOW CR D,336904.00000000000,4295277.70000000019,59,Gunnison,East River
"5900713",ELMER MARSHALL NO2 DITCH,335209.09999999998,4274552.20000000019,59,Gunnison,East River
"5900589",HINKLE IRG DITCH,326255.00000000000,4285499.59999999963,59,Gunnison,East River
"5900721",PRICE CREEK DITCH,321165.00000000000,4289361.00000000000,59,Gunnison,East River
"5900686",SUN CREEK DITCH,318805.00000000000,4266411.00000000000,59,Gunnison,East River
"5900705",WILLIAM ELZE DITCH,318145.00000000000,4293315.90000000037,59,Gunnison,East River
"5900549",EAST RIVER NO 1 DITCH,337523.00000000000,4293889.00000000000,59,Gunnison,East River
"5901076",RED MT HIGHLINE DITCH,335815.00000000000,4288785.00000000000,59,Gunnison,East River
"5900658",RICHARD BALL DITCH,338148.00000000000,4290731.00000000000,59,Gunnison,East River
"5900584",HIGHLAND DITCH,355552.50000000000,4291669.59999999963,59,Gunnison,East River
"5900559",GAFNEY DITCH,318791.09999999998,4295722.90000000037,59,Gunnison,East River
"5900710",WILSON NO 2 DITCH,336565.09999999998,4275655.20000000019,59,Gunnison,East River
"5900515",BAXTER DITCH,329118.00000000000,4302102.00000000000,59,Gunnison,East River
"5900707",WILLOW RUN DITCH,323758.00000000000,4290031.79999999981,59,Gunnison,East River
"5900604",JONES BRUNTON DITCH,321052.90000000002,4268857.09999999963,59,Gunnison,East River
"5901244",JORDAN DITCH NO 1,342239.00000000000,4301988.00000000000,59,Gunnison,East River
"5900651",PILONI DITCH,332188.00000000000,4271843.00000000000,59,Gunnison,East River
"5900967",JOHN B OUTCALT NO 1 D,334858.09999999998,4274036.20000000019,59,Gunnison,East River
"5900712",YARNELL DITCH,342155.40000000002,4301351.70000000019,59,Gunnison,East River
"5900500",A C JARVIS NO 1 DITCH,332806.00000000000,4308706.00000000000,59,Gunnison,East River
"5900607",KELMEL OWENS NO 1 DITCH,329837.00000000000,4266663.90000000037,59,Gunnison,East River
"5900626",MCCLENATHAN DITCH,333471.29999999999,4301362.79999999981,59,Gunnison,East River
"5900725",SQUIRREL CREEK NO2 DITCH,323315.00000000000,4288458.00000000000,59,Gunnison,East River
"5900605",JONES HIGHLINE DITCH,337683.29999999999,4298393.70000000019,59,Gunnison,East River
"5900504",AIRPORT DITCH,331144.00000000000,4267056.00000000000,59,Gunnison,East River
"5901055",PANION DITCH,336363.00000000000,4306650.00000000000,59,Gunnison,East River
"5900776",BLACK DIAMOND SPRINGS D,323714.00000000000,4290469.00000000000,59,Gunnison,East River
"5900681",SQUIRREL CREEK NO3 DITCH,322506.00000000000,4288256.00000000000,59,Gunnison,East River
"5901208",PEANUT NO 1&2 DITCHES,326972.20000000001,4306178.90000000037,59,Gunnison,East River
"5900692",TEACHOUT-FAIRCHILD DITCH,327630.00000000000,4282178.50000000000,59,Gunnison,East River
"5901339",EWING DITCH,332280.00000000000,4275859.00000000000,59,Gunnison,East River
"5900649",PASS CREEK DITCH,319047.09999999998,4294764.90000000037,59,Gunnison,East River
"5900655",PURRIER DITCH,329815.00000000000,4280188.00000000000,59,Gunnison,East River
"5900635",MEADS DITCH NO 1,335247.29999999999,4305799.79999999981,59,Gunnison,East River
"5900709",WILSON DITCH,331778.09999999998,4276680.29999999981,59,Gunnison,East River
"5900700",VERZUH YOUNG BIFANO D,334414.29999999999,4306955.90000000037,59,Gunnison,East River
"5900508",ALLISON DITCH,321679.00000000000,4291356.79999999981,59,Gunnison,East River
"5900554",ELZE WEBBER DITCH,317753.00000000000,4293206.90000000037,59,Gunnison,East River
"5901135",SOUTH WILLOW RUN D,322070.00000000000,4289678.00000000000,59,Gunnison,East River
"5900590",HOME DITCH,334224.09999999998,4273786.20000000019,59,Gunnison,East River
"5900595",HYZER KETCHUM DITCH,333744.09999999998,4273348.09999999963,59,Gunnison,East River
"5900863",DOLLARD DESERT LAND D,326489.00000000000,4289467.00000000000,59,Gunnison,East River
"5901180",WEINERT-OWENS CR DITCH,325207.00000000000,4292277.00000000000,59,Gunnison,East River
"5900636",MEADS NO 2 DITCH,333076.00000000000,4305149.79999999981,59,Gunnison,East River
"5901746",WILLSON DITCH AP,329645.00000000000,4305126.00000000000,59,Gunnison,East River
"6300555",ROCK CREEK DITCH,157299.10000000001,4261457.90000000037,63,Gunnison,Dolores River
"6300520",COX DITCH,178381.70000000001,4299541.50000000000,63,Gunnison,Dolores River
"6300547",NOLAN DITCH,175251.20000000001,4296683.20000000019,63,Gunnison,Dolores River
"6300554",REN HATCH DITCH,156189.00000000000,4290333.00000000000,63,Gunnison,Dolores River
"6300552","PINE MESA DITCH, HEADGATE NO. 1",178330.00000000000,4291687.00000000000,63,Gunnison,Dolores River
"6300561",SMITH DITCH NO 2,173199.10000000001,4295860.00000000000,63,Gunnison,Dolores River
"6300597",IDLEWILD HIGHLINE DITCH,173467.10000000001,4295099.29999999981,63,Gunnison,Dolores River
"6300682",COLUMBINE DITCH,169314.00000000000,4296205.59999999963,63,Gunnison,Dolores River
"6300527",GILL DITCH,175255.00000000000,4296705.00000000000,63,Gunnison,Dolores River
"6300530",HIGHLINE DITCH,171612.50000000000,4297678.00000000000,63,Gunnison,Dolores River
"6300559",SMITH D NO 1 EXT,173656.00000000000,4296166.00000000000,63,Gunnison,Dolores River
"6300550",PATTERSON DITCH,169096.70000000001,4267699.40000000037,63,Gunnison,Dolores River
"6300540",LONE OAK DITCH NO 2,168484.00000000000,4298194.00000000000,63,Gunnison,Dolores River
"6300525",FOY & TOMLINSON DITCH,155708.29999999999,4289785.79999999981,63,Gunnison,Dolores River
"6300571",WEST DITCH,162308.50000000000,4262761.09999999963,63,Gunnison,Dolores River
"6300518",CLIFF RANCH DITCH,155018.00000000000,4289331.00000000000,63,Gunnison,Dolores River
"6300572",WEST CREEK DITCH NO 1,158360.39999999999,4292256.29999999981,63,Gunnison,Dolores River
"6300506",BOOTH DITCH NO 1,170236.70000000001,4297746.79999999981,63,Gunnison,Dolores River
"6300529",HARMS AND HAZEL DITCH,172045.00000000000,4296569.00000000000,63,Gunnison,Dolores River
"6303644",CRAIG RES NO 1,176477.00000000000,4298416.00000000000,63,Gunnison,Dolores River
"6300538",LOBA DITCH NO 5,171538.00000000000,4297599.20000000019,63,Gunnison,Dolores River
"6300715","PINE MESA DITCH, HEADGATE NO. 2",178876.00000000000,4292397.00000000000,63,Gunnison,Dolores River
"6300523",FIELDS DITCH,163988.70000000001,4299107.40000000037,63,Gunnison,Dolores River
"6300813",BURTON POINT OF DIVERSION NO. 3,161041.20000000001,4271279.09999999963,63,Gunnison,Dolores River
"6300549",PANSY HIGHLINE DITCH,171531.10000000001,4296042.90000000037,63,Gunnison,Dolores River
"6300504",BENNETT DITCH,158216.00000000000,4292159.00000000000,63,Gunnison,Dolores River
"6300578",CASTO PUMPING PLANT,154427.00000000000,4288442.00000000000,63,Gunnison,Dolores River
"6300501",BARTHOLOMEW AND HATCH D,154921.00000000000,4289323.00000000000,63,Gunnison,Dolores River
"6300528",HARMS DITCH,171419.89999999999,4297542.70000000019,63,Gunnison,Dolores River
"6300622",BOULDEN PUMP,151575.29999999999,4291412.50000000000,63,Gunnison,Dolores River
"6300731",BURG DITCH NO 4 ALT PT C,165760.00000000000,4299791.40000000037,63,Gunnison,Dolores River
"6300574",WILLOW DITCH,161789.89999999999,4262130.90000000037,63,Gunnison,Dolores River
"6300532",J R HATCH DITCH,158678.50000000000,4292623.70000000019,63,Gunnison,Dolores River
"6300573",WILD ROSE DITCH,165131.79999999999,4299116.50000000000,63,Gunnison,Dolores River
"6300566",UNAWEEP CATTLE RANGE D 3,175933.39999999999,4298045.50000000000,63,Gunnison,Dolores River
"6300526",GATEWAY WEST SIDE DITCH,152368.70000000001,4289742.09999999963,63,Gunnison,Dolores River
"6300515",CASEMENT DITCH,178406.29999999999,4299504.70000000019,63,Gunnison,Dolores River
"6300558",SILZELL DITCH,165960.70000000001,4300615.79999999981,63,Gunnison,Dolores River
"6300814",BURTON POINT OF DIVERSION NO. 4,161006.00000000000,4271309.50000000000,63,Gunnison,Dolores River
"6300560",SMITH DITCH NO 1,173565.00000000000,4296105.00000000000,63,Gunnison,Dolores River
"6300514",CALAMITY DITCH,165457.89999999999,4274363.70000000019,63,Gunnison,Dolores River
"6300509",BURG DITCH NO 1,166489.60000000001,4300071.50000000000,63,Gunnison,Dolores River
